Year,Month,Album Title,Artist Name,Genre,Date,Distribution,Rating,Music Count
2017,12,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,12,OUR TWENTY FOR,WINNER,댄스,2017.08.04,(주)지니뮤직,8.6,2
2017,12,꽃갈피 둘,아이유(IU),포크,2017.09.22,로엔 엔터테인먼트,8.5,6
2017,12,Illuminate (Deluxe),Shawn Mendes,팝,2017.04.20,유니버설뮤직,9.4,16
2017,12,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2017,12,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2017,12,Everyday Is Christmas,Sia,팝,2017.11.18,워너뮤직코리아,9.2,10
2017,12,instagram,DEAN,알앤비/어반,2017.12.26,유니버설뮤직,7.7,1
2017,12,÷ (Deluxe),Ed Sheeran,팝,2017.03.03,워너뮤직코리아,8.5,16
2017,12,Red Diary Page.1,볼빨간사춘기,포크,2017.09.28,로엔엔터테인먼트,8.4,6
2017,12,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2017,12,종현 소품집 '이야기 Op.2',종현 (JONGHYUN),알앤비/어반,2017.04.24,(주)아이리버,9.2,10
2017,12,SEOULITE,이하이,알앤비/어반,2016.03.09,YG PLUS,8.2,5
2017,12,흔적 Part 1,이적,발라드,2017.12.14,로엔엔터테인먼트,8.7,3
2017,12,1-1=0 (NOTHING WITHOUT YOU),Wanna One(워너원),"발라드,  댄스",2017.11.13,(주)지니뮤직,8.7,11
2017,12,도깨비 OST Part 9,에일리,드라마음악,2017.01.07,(주)지니뮤직,8.6,2
2017,12,Camila,Camila Cabello,팝,2018.01.12,소니뮤직,9.3,11
2017,12,FATE NUMBER FOR,WINNER,"발라드,  댄스",2017.04.04,(주)지니뮤직,9.2,2
2017,12,0M,박원,발라드,2017.07.27,로엔 엔터테인먼트,7.8,4
2017,12,Brother Act.,비투비,발라드,2017.10.16,로엔 엔터테인먼트,9.3,13
2017,12,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2017,12,MOVE - The 2nd Album,태민(TAEMIN),알앤비/어반,2017.10.16,(주)아이리버,9.3,9
2017,12,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2017,12,1-1=0 (NOTHING WITHOUT YOU),Wanna One(워너원),"발라드,  댄스",2017.11.13,(주)지니뮤직,8.7,11
2017,12,밤편지,아이유(IU),발라드,2017.03.24,로엔 엔터테인먼트,8.6,1
2017,12,1X1=1(TO BE ONE),Wanna One(워너원),댄스,2017.08.07,(주)지니뮤직,8.7,7
2017,12,RE:BORN,소유(SOYOU),알앤비/어반,2017.12.13,로엔엔터테인먼트,7.1,6
2017,12,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2017,12,"그때의 나, 그때의 우리",어반 자카파(Urban Zakapa),알앤비/어반,2017.11.08,로엔엔터테인먼트,8.1,1
2017,12,twicetagram,TWICE(트와이스),댄스,2017.10.30,(주)아이리버,7.8,13
2017,12,LISTEN 010 좋니,윤종신,발라드,2017.06.22,로엔 엔터테인먼트,8.6,2
2017,12,2017 월간 윤종신 11월호,민서,발라드,2017.11.15,(주)지니뮤직,6.4,2
2017,12,Merry & Happy,TWICE(트와이스),댄스,2017.12.11,(주)아이리버,8.3,15
2017,12,눈,Zion.T,"발라드,  재즈",2017.12.04,(주)지니뮤직,7.3,1
2017,12,밤이 되니까,펀치(Punch),알앤비/어반,2017.09.29,(주)지니뮤직,8.1,2
2017,12,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,12,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2017,12,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2017,12,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,12,시차 (We Are),우원재,랩/힙합,2017.09.04,(주)지니뮤직,8.8,1
2017,12,Santa Tell Me,Ariana Grande,"팝,  캐롤",2014.11.25,Universal,7.5,1
2017,12,종현 소품집 '이야기 Op.1',종현 (JONGHYUN),발라드,2015.09.17,(주)아이리버,9.6,9
2017,12,YOU NEVER WALK ALONE,방탄소년단,랩/힙합,2017.02.13,(주)아이리버,8.8,18
2017,12,MOVE-ing - The 2nd Album Repackage,태민(TAEMIN),댄스,2017.12.10,(주)아이리버,8.8,13
2017,12,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2017,12,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2017,12,9집 WE'VE DONE SOMETHING WONDERFUL,에픽하이 (EPIK HIGH),랩/힙합,2017.10.23,(주)지니뮤직,8.4,11
2017,12,LIFE IS BEAUTY FULL,문문(MoonMoon),"인디뮤직,  포크",2016.11.10,(주)미러볼뮤직,4,5
2017,12,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2017,12,Red Diary Page.1,볼빨간사춘기,포크,2017.09.28,로엔엔터테인먼트,8.4,6
2017,12,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2017,12,LOVE YOURSELF 承 'Her',방탄소년단,랩/힙합,2017.09.18,(주)아이리버,9,11
2017,12,여보세요,뉴이스트(NU'EST),댄스,2013.02.13,로엔엔터테인먼트,8.8,5
2017,12,NU'EST W '있다면',뉴이스트 W,발라드,2017.07.25,(주)지니뮤직,8.9,1
2017,12,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2017,12,Perfect Velvet - The 2nd Album,Red Velvet (레드벨벳),댄스,2017.11.17,(주)아이리버,8,9
2017,12,1-1=0 (NOTHING WITHOUT YOU),Wanna One(워너원),"발라드,  댄스",2017.11.13,(주)지니뮤직,8.7,11
2017,12,기억의 빈자리,나얼,"발라드,  알앤비/어반",2017.11.29,(주)지니뮤직,9,3
2017,12,Moonlight,멜로망스(Melomance),발라드,2017.07.10,로엔 엔터테인먼트,6.7,5
2018,1,Red Pill Blues (Deluxe Edition),Maroon 5,"팝,  얼터너티브 락",2017.11.03,유니버설뮤직,6.9,21
2018,1,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2018,1,"Universe - 겨울 스페셜 앨범, 2017",EXO,발라드,2017.12.26,(주)아이리버,8.6,8
2018,1,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,1,세 단어,젝스키스,발라드,2016.10.07,YG PLUS,9,1
2018,1,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,1,Full Moon,EXID,댄스,2017.11.07,소니뮤직,8.2,6
2018,1,위대한 쇼맨 (The Greatest Showman) OST,Various Artists,뮤지컬,2017.12.08,워너뮤직코리아,9.7,11
2018,1,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,1,Faces of Love,수지(SUZY),알앤비/어반,2018.01.29,(주)아이리버,7.7,7
2018,1,흔적 Part 1,이적,발라드,2017.12.14,로엔엔터테인먼트,8.7,3
2018,1,마지막처럼,BLACKPINK,댄스,2017.06.22,(주)지니뮤직,7.7,1
2018,1,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,1,종현 소품집 '이야기 Op.1',종현 (JONGHYUN),발라드,2015.09.17,(주)아이리버,9.6,9
2018,1,2집 WINGS,방탄소년단,랩/힙합,2016.10.10,(주)아이리버,8.8,15
2018,1,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,1,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2018,1,The Red Summer - Summer Mini Album,Red Velvet (레드벨벳),댄스,2017.07.09,(주)아이리버,8.1,5
2018,1,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,1,OUR TWENTY FOR,WINNER,댄스,2017.08.04,(주)지니뮤직,8.6,2
2018,1,/// (너 먹구름 비),헤이즈(Heize),랩/힙합,2017.06.26,(주)지니뮤직,7.7,5
2018,1,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,1,FANTASY,JBJ,"발라드,  댄스",2017.10.18,로엔엔터테인먼트,9.7,6
2018,1,LOVE YOURSELF 承 'Her',방탄소년단,랩/힙합,2017.09.18,(주)아이리버,9,11
2018,1,"Universe - 겨울 스페셜 앨범, 2017",EXO,발라드,2017.12.26,(주)아이리버,8.6,8
2018,1,답장,김동률,발라드,2018.01.11,로엔엔터테인먼트,9,5
2018,1,1-1=0 (NOTHING WITHOUT YOU),Wanna One(워너원),"발라드,  댄스",2017.11.13,(주)지니뮤직,8.7,11
2018,1,4집 Palette,아이유(IU),"발라드,  알앤비/어반",2017.04.21,로엔엔터테인먼트,8.4,10
2018,1,OUR TWENTY FOR,WINNER,댄스,2017.08.04,(주)지니뮤직,8.6,2
2018,1,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,1,Red Diary Page.1,볼빨간사춘기,포크,2017.09.28,로엔엔터테인먼트,8.4,6
2018,1,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,1,01월 24일,박원,발라드,2016.11.17,로엔 엔터테인먼트,8.8,8
2018,1,Fitz and The Tantrums (Deluxe),Fitz and The Tantrums,팝,2017.07.28,워너뮤직코리아,8.4,14
2018,1,꽃갈피 둘,아이유(IU),포크,2017.09.22,로엔 엔터테인먼트,8.5,6
2018,1,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2018,1,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,1,Illuminate (Deluxe),Shawn Mendes,팝,2017.04.20,유니버설뮤직,9.4,16
2018,1,The Power of Music - The 4th Album Repackage,EXO,댄스,2017.09.05,(주)아이리버,7.7,24
2018,1,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,1,답장,김동률,발라드,2018.01.11,로엔엔터테인먼트,9,5
2018,1,LOVE YOURSELF 承 'Her',방탄소년단,랩/힙합,2017.09.18,(주)아이리버,9,11
2018,1,Red Diary Page.1,볼빨간사춘기,포크,2017.09.28,로엔엔터테인먼트,8.4,6
2018,1,1-1=0 (NOTHING WITHOUT YOU),Wanna One(워너원),"발라드,  댄스",2017.11.13,(주)지니뮤직,8.7,11
2018,1,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,1,비밀정원,오마이걸(OH MY GIRL),댄스,2018.01.09,로엔엔터테인먼트,8.6,5
2018,1,시차 (We Are),우원재,랩/힙합,2017.09.04,(주)지니뮤직,8.8,1
2018,1,RE:BORN,소유(SOYOU),알앤비/어반,2017.12.13,로엔엔터테인먼트,7.1,6
2018,1,÷ (Deluxe),Ed Sheeran,팝,2017.03.03,워너뮤직코리아,8.5,16
2018,1,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,1,9집 WE'VE DONE SOMETHING WONDERFUL,에픽하이 (EPIK HIGH),랩/힙합,2017.10.23,(주)지니뮤직,8.4,11
2018,1,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,1,SUNMI SPECIAL EDITION '가시나',선미,댄스,2017.08.22,로엔엔터테인먼트,7.4,1
2018,1,도깨비 OST Part 9,에일리,드라마음악,2017.01.07,(주)지니뮤직,8.6,2
2018,1,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,1,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,1,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,1,1X1=1(TO BE ONE),Wanna One(워너원),댄스,2017.08.07,(주)지니뮤직,8.7,7
2018,1,"그때의 나, 그때의 우리",어반 자카파(Urban Zakapa),알앤비/어반,2017.11.08,로엔엔터테인먼트,8.1,1
2018,1,Red Diary Page.1,볼빨간사춘기,포크,2017.09.28,로엔엔터테인먼트,8.4,6
2018,1,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,1,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,1,2017 월간 윤종신 11월호,민서,발라드,2017.11.15,(주)지니뮤직,6.4,2
2018,1,주인공,선미,댄스,2018.01.18,로엔엔터테인먼트,4.5,1
2018,1,1-1=0 (NOTHING WITHOUT YOU),Wanna One(워너원),"발라드,  댄스",2017.11.13,(주)지니뮤직,8.7,11
2018,1,답장,김동률,발라드,2018.01.11,로엔엔터테인먼트,9,5
2018,1,Perfect Velvet - The 2nd Album,Red Velvet (레드벨벳),댄스,2017.11.17,(주)아이리버,8,9
2018,1,눈,Zion.T,"발라드,  재즈",2017.12.04,(주)지니뮤직,7.3,1
2018,1,LOVE YOURSELF 承 'Her',방탄소년단,랩/힙합,2017.09.18,(주)아이리버,9,11
2018,1,기억의 빈자리,나얼,"발라드,  알앤비/어반",2017.11.29,(주)지니뮤직,9,3
2018,1,LISTEN 010 좋니,윤종신,발라드,2017.06.22,로엔 엔터테인먼트,8.6,2
2018,1,그날처럼,장덕철,발라드,2017.11.28,로엔엔터테인먼트,4.7,2
2018,1,답장,김동률,발라드,2018.01.11,로엔엔터테인먼트,9,5
2018,1,Moonlight,멜로망스(Melomance),발라드,2017.07.10,로엔 엔터테인먼트,6.7,5
2018,1,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2018,1,답장,김동률,발라드,2018.01.11,로엔엔터테인먼트,9,5
2018,1,SEOULITE,이하이,알앤비/어반,2016.03.09,YG PLUS,8.2,5
2018,1,Brother Act.,비투비,발라드,2017.10.16,로엔 엔터테인먼트,9.3,13
2018,1,종현 소품집 '이야기 Op.2',종현 (JONGHYUN),알앤비/어반,2017.04.24,(주)아이리버,9.2,10
2018,1,밤이 되니까,펀치(Punch),알앤비/어반,2017.09.29,(주)지니뮤직,8.1,2
2018,1,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,1,"Universe - 겨울 스페셜 앨범, 2017",EXO,발라드,2017.12.26,(주)아이리버,8.6,8
2018,1,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,1,YOU NEVER WALK ALONE,방탄소년단,랩/힙합,2017.02.13,(주)아이리버,8.8,18
2018,1,FATE NUMBER FOR,WINNER,"발라드,  댄스",2017.04.04,(주)지니뮤직,9.2,2
2018,1,Camila,Camila Cabello,팝,2018.01.12,소니뮤직,9.3,11
2018,1,화유기 OST Part 1,뉴이스트 W,드라마음악,2017.12.23,(주)지니뮤직,7.8,2
2018,1,0M,박원,발라드,2017.07.27,로엔 엔터테인먼트,7.8,4
2018,1,밤편지,아이유(IU),발라드,2017.03.24,로엔 엔터테인먼트,8.6,1
2018,1,여보세요,뉴이스트(NU'EST),댄스,2013.02.13,로엔엔터테인먼트,8.8,5
2018,1,겨울소리,박효신,발라드,2018.01.01,(주)지니뮤직,8.4,2
2018,1,NU'EST W '있다면',뉴이스트 W,발라드,2017.07.25,(주)지니뮤직,8.9,1
2018,1,3집 TOP SEED,인피니트,댄스,2018.01.08,로엔엔터테인먼트,9.1,12
2018,1,twicetagram,TWICE(트와이스),댄스,2017.10.30,(주)아이리버,7.8,13
2018,1,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,1,#첫사랑,볼빨간사춘기,포크,2018.01.10,로엔엔터테인먼트,7.3,1
2018,1,Merry & Happy,TWICE(트와이스),댄스,2017.12.11,(주)아이리버,8.3,15
2018,1,LIFE IS BEAUTY FULL,문문(MoonMoon),"인디뮤직,  포크",2016.11.10,(주)미러볼뮤직,4,5
2018,1,instagram,DEAN,알앤비/어반,2017.12.26,유니버설뮤직,7.7,1
2018,2,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",세븐틴,댄스,2017.11.06,로엔엔터테인먼트,8.9,13
2018,2,겨울소리,박효신,발라드,2018.01.01,(주)지니뮤직,8.4,2
2018,2,AFTER,정세운,알앤비/어반,2018.01.24,로엔엔터테인먼트,9.4,6
2018,2,투유 프로젝트 - 슈가맨2 Part 1,Various Artists,"댄스,  알앤비/어반",2018.01.15,(주)인터파크,6.9,2
2018,2,YANG YOSEOP 2ND MINI ALBUM '白',양요섭,"발라드,  알앤비/어반,  포크",2018.02.19,로엔엔터테인먼트,8.8,8
2018,2,"Universe - 겨울 스페셜 앨범, 2017",EXO,발라드,2017.12.26,(주)아이리버,8.6,8
2018,2,Red Pill Blues (Deluxe Edition),Maroon 5,"팝,  얼터너티브 락",2017.11.03,유니버설뮤직,6.9,21
2018,2,SEOULITE,이하이,알앤비/어반,2016.03.09,YG PLUS,8.2,5
2018,2,AFTER,정세운,알앤비/어반,2018.01.24,로엔엔터테인먼트,9.4,6
2018,2,AFTER,정세운,알앤비/어반,2018.01.24,로엔엔터테인먼트,9.4,6
2018,2,/// (너 먹구름 비),헤이즈(Heize),랩/힙합,2017.06.26,(주)지니뮤직,7.7,5
2018,2,LOVE YOURSELF 承 'Her',방탄소년단,랩/힙합,2017.09.18,(주)아이리버,9,11
2018,2,Illuminate (Deluxe),Shawn Mendes,팝,2017.04.20,유니버설뮤직,9.4,16
2018,2,시차 (We Are),우원재,랩/힙합,2017.09.04,(주)지니뮤직,8.8,1
2018,2,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,2,"그때의 나, 그때의 우리",어반 자카파(Urban Zakapa),알앤비/어반,2017.11.08,로엔엔터테인먼트,8.1,1
2018,2,Brother Act.,비투비,발라드,2017.10.16,로엔 엔터테인먼트,9.3,13
2018,2,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,2,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,AFTER,정세운,알앤비/어반,2018.01.24,로엔엔터테인먼트,9.4,6
2018,2,도깨비 OST Part 9,에일리,드라마음악,2017.01.07,(주)지니뮤직,8.6,2
2018,2,답장,김동률,발라드,2018.01.11,로엔엔터테인먼트,9,5
2018,2,FATE NUMBER FOR,WINNER,"발라드,  댄스",2017.04.04,(주)지니뮤직,9.2,2
2018,2,4집 Palette,아이유(IU),"발라드,  알앤비/어반",2017.04.21,로엔엔터테인먼트,8.4,10
2018,2,CAN YOU FEEL IT?,하이라이트(Highlight),댄스,2017.03.20,로엔 엔터테인먼트,9.2,6
2018,2,AFTER,정세운,알앤비/어반,2018.01.24,로엔엔터테인먼트,9.4,6
2018,2,AFTER,정세운,알앤비/어반,2018.01.24,로엔엔터테인먼트,9.4,6
2018,2,LOVE YOURSELF 承 'Her',방탄소년단,랩/힙합,2017.09.18,(주)아이리버,9,11
2018,2,&10,다비치,발라드,2018.01.25,(주)지니뮤직,8,10
2018,2,01월 24일,박원,발라드,2016.11.17,로엔 엔터테인먼트,8.8,8
2018,2,OUR TWENTY FOR,WINNER,댄스,2017.08.04,(주)지니뮤직,8.6,2
2018,2,9집 WE'VE DONE SOMETHING WONDERFUL,에픽하이 (EPIK HIGH),랩/힙합,2017.10.23,(주)지니뮤직,8.4,11
2018,2,5집 ANOTHER LIGHT,젝스키스,발라드,2017.09.21,(주)지니뮤직,8.5,9
2018,2,Red Diary Page.1,볼빨간사춘기,포크,2017.09.28,로엔엔터테인먼트,8.4,6
2018,2,마지막처럼,BLACKPINK,댄스,2017.06.22,(주)지니뮤직,7.7,1
2018,2,비밀정원,오마이걸(OH MY GIRL),댄스,2018.01.09,로엔엔터테인먼트,8.6,5
2018,2,Faces of Love,수지(SUZY),알앤비/어반,2018.01.29,(주)아이리버,7.7,7
2018,2,SUNMI SPECIAL EDITION '가시나',선미,댄스,2017.08.22,로엔엔터테인먼트,7.4,1
2018,2,The Red Summer - Summer Mini Album,Red Velvet (레드벨벳),댄스,2017.07.09,(주)아이리버,8.1,5
2018,2,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,2,SEVENTEEN SPECIAL ALBUM 'DIRECTOR'S CUT',세븐틴,댄스,2018.02.05,로엔엔터테인먼트,9.3,17
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,1X1=1(TO BE ONE),Wanna One(워너원),댄스,2017.08.07,(주)지니뮤직,8.7,7
2018,2,YOU NEVER WALK ALONE,방탄소년단,랩/힙합,2017.02.13,(주)아이리버,8.8,18
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,÷ (Deluxe),Ed Sheeran,팝,2017.03.03,워너뮤직코리아,8.5,16
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,화유기 OST Part 1,뉴이스트 W,드라마음악,2017.12.23,(주)지니뮤직,7.8,2
2018,2,Red Diary Page.1,볼빨간사춘기,포크,2017.09.28,로엔엔터테인먼트,8.4,6
2018,2,2017 월간 윤종신 11월호,민서,발라드,2017.11.15,(주)지니뮤직,6.4,2
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,1-1=0 (NOTHING WITHOUT YOU),Wanna One(워너원),"발라드,  댄스",2017.11.13,(주)지니뮤직,8.7,11
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,Perfect Velvet - The 2nd Album,Red Velvet (레드벨벳),댄스,2017.11.17,(주)아이리버,8,9
2018,2,여보세요,뉴이스트(NU'EST),댄스,2013.02.13,로엔엔터테인먼트,8.8,5
2018,2,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,2,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,2,Faces of Love,수지(SUZY),알앤비/어반,2018.01.29,(주)아이리버,7.7,7
2018,2,밤편지,아이유(IU),발라드,2017.03.24,로엔 엔터테인먼트,8.6,1
2018,2,LOVE YOURSELF 承 'Her',방탄소년단,랩/힙합,2017.09.18,(주)아이리버,9,11
2018,2,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,2,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,2,twicetagram,TWICE(트와이스),댄스,2017.10.30,(주)아이리버,7.8,13
2018,2,instagram,DEAN,알앤비/어반,2017.12.26,유니버설뮤직,7.7,1
2018,2,그때 헤어지면 돼,로이킴,발라드,2018.02.12,(주)지니뮤직,7.8,2
2018,2,그리고 봄,정승환,발라드,2018.02.19,(주)지니뮤직,9,10
2018,2,LIFE IS BEAUTY FULL,문문(MoonMoon),"인디뮤직,  포크",2016.11.10,(주)미러볼뮤직,4,5
2018,2,주인공,선미,댄스,2018.01.18,로엔엔터테인먼트,4.5,1
2018,2,Moonlight,멜로망스(Melomance),발라드,2017.07.10,로엔 엔터테인먼트,6.7,5
2018,2,그날처럼,장덕철,발라드,2017.11.28,로엔엔터테인먼트,4.7,2
2018,2,Fitz and The Tantrums (Deluxe),Fitz and The Tantrums,팝,2017.07.28,워너뮤직코리아,8.4,14
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,YANG YOSEOP 2ND MINI ALBUM '白',양요섭,"발라드,  알앤비/어반,  포크",2018.02.19,로엔엔터테인먼트,8.8,8
2018,2,3집 TOP SEED,인피니트,댄스,2018.01.08,로엔엔터테인먼트,9.1,12
2018,2,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,2,밤이 되니까,펀치(Punch),알앤비/어반,2017.09.29,(주)지니뮤직,8.1,2
2018,2,눈,Zion.T,"발라드,  재즈",2017.12.04,(주)지니뮤직,7.3,1
2018,2,0M,박원,발라드,2017.07.27,로엔 엔터테인먼트,7.8,4
2018,2,기억의 빈자리,나얼,"발라드,  알앤비/어반",2017.11.29,(주)지니뮤직,9,3
2018,2,FANTASY,JBJ,"발라드,  댄스",2017.10.18,로엔엔터테인먼트,9.7,6
2018,2,NU'EST W '있다면',뉴이스트 W,발라드,2017.07.25,(주)지니뮤직,8.9,1
2018,2,Camila,Camila Cabello,팝,2018.01.12,소니뮤직,9.3,11
2018,2,종현 소품집 '이야기 Op.2',종현 (JONGHYUN),알앤비/어반,2017.04.24,(주)아이리버,9.2,10
2018,2,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,2,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,2,LISTEN 010 좋니,윤종신,발라드,2017.06.22,로엔 엔터테인먼트,8.6,2
2018,2,Offset,청하,댄스,2018.01.17,(주)지니뮤직,8.1,5
2018,2,#첫사랑,볼빨간사춘기,포크,2018.01.10,로엔엔터테인먼트,7.3,1
2018,2,Merry & Happy,TWICE(트와이스),댄스,2017.12.11,(주)아이리버,8.3,15
2018,2,답장,김동률,발라드,2018.01.11,로엔엔터테인먼트,9,5
2018,2,Poet｜Artist,종현 (JONGHYUN),알앤비/어반,2018.01.23,(주)아이리버,9.4,11
2018,2,GREAT!,모모랜드(MOMOLAND),댄스,2018.01.03,로엔엔터테인먼트,6.4,6
2018,2,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,2,The Perfect Red Velvet - The 2nd Album Repackage,Red Velvet (레드벨벳),댄스,2018.01.29,(주)아이리버,7.5,12
2018,2,Return,iKON,랩/힙합,2018.01.25,(주)지니뮤직,7.7,12
2018,3,봄 사랑 벚꽃 말고,하이포(HIGH4),발라드,2014.04.08,로엔 엔터테인먼트,8.2,2
2018,3,투유 프로젝트 - 슈가맨2 Part 4,Various Artists,"댄스,  알앤비/어반",2018.02.05,(주)인터파크,9,2
2018,3,"W, HERE",뉴이스트 W,"댄스,  발라드",2017.10.10,(주)지니뮤직,8.4,6
2018,3,0+1=1 (I PROMISE YOU),Wanna One(워너원),댄스,2018.03.19,(주)지니뮤직,7.6,7
2018,3,01월 24일,박원,발라드,2016.11.17,로엔 엔터테인먼트,8.8,8
2018,3,True Colors,JBJ,"발라드,  댄스",2018.01.17,로엔엔터테인먼트,8.1,7
2018,3,바람,헤이즈(Heize),랩/힙합,2018.03.08,(주)지니뮤직,7.5,6
