book_name,book_writer,book_date,book_price,book_cover,book_page,book_size,book_weight,book_category,book_publisher,sales_point
쉿! 나는 섬이야,마크 얀센,2018-07-09,"13,500",양장본,32,245*328mm,505,유아,주니어김영사,590
동주에서 아야코까지,이지현,2018-07-11,"14,220",반양장본,312,148*210mm,406,종교/역학,국민북스,165
올챙이 발가락 창간호 : 2018 여름,한국글쓰기교육연구회,2018-07-09,"3,000",반양장본,56,145*202mm,93,어린이,양철북,"10,115"
미카엘라 3 : 도전! 패션 서바이벌,박에스더,2018-07-09,"9,900",양장본,196,130*190mm,341,어린이,고릴라박스(비룡소),"4,040"
"예쁘고, 맛있고, 만들기 쉬운 떡",장여진,2018-07-18,"13,320",반양장본,186,188*250mm,572,가정/요리/뷰티,경향미디어,"2,975"
길고양이들은 배고프지 말 것,이상교,2018-07-17,"12,420",반양장본,240,128*188mm,345,에세이,한빛비즈,175
안녕,안녕달,2018-07-20,"19,800",양장본,264,168*234mm,762,유아,창비,"14,625"
오늘 저녁은 고기 요리 먹자,유키마사 리카,2018-07-15,"12,600",반양장본,128,190*254mm,457,가정/요리/뷰티,반니,"2,005"
어머니의 나라,추 와이홍,2018-07-16,"12,420",NA,312,135*205mm,406,사회과학,흐름출판,"5,490"
크루아상의 기술,아사히야출판 편집부,2018-07-23,"20,700",양장본,172,180*260mm,679,가정/요리/뷰티,터닝포인트,"1,580"
사진관집 상구,유애로,2018-07-10,"10,800",양장본,34,275*218mm,357,유아,보림,800
잘돼가? 무엇이든,이경미,2018-07-19,"12,600",반양장본,256,130*190mm,380,에세이,arte(아르테),"45,645"
보이지 않는 경제학,현재욱,2018-07-13,"15,300",반양장본,364,152*225mm,642,경제경영,인물과사상사,505
브리태니커 만화 백과 : 대중음악과 케이팝,봄봄 스토리,2018-07-12,"9,900",양장본,168,190*255mm,734,어린이,아이세움,"1,395"
책벌레의 여행법,강명관,2018-07-16,"15,300",반양장본,360,145*210mm,481,인문학,휴머니스트,"1,040"
기획자의 노트,이성재,2018-07-15,"14,850",반양장본,312,150*210mm,542,자기계발,길벗,"2,470"
이것이 중국의 역사다 1,홍이,2018-07-20,"16,020",반양장본,324,152*225mm,581,역사,애플북스,95
원숭이도 이해하는 공산당 선언,임승수,2018-07-16,"13,500",반양장본,352,145*210mm,493,사회과학,시대의창,"4,015"
해적의 세계사,모모이 지로,2018-07-11,"11,700",NA,280,148*210mm,364,역사,AK(에이케이)커뮤니케이션즈,630
당신은 무엇을 준비하고 있나요?,"박원주,?표윤봉,?도기권",2018-07-09,"12,600",반양장본,240,152*225mm,449,경제경영,지식너머,90
중국사가 낳은 천재들,이나미 리쓰코,2018-07-11,"8,010",NA,260,128*188mm,260,역사,AK(에이케이)커뮤니케이션즈,785
푸치니,유윤종,2018-07-06,"16,920",반양장본,317,134*210mm,481,인문학,arte(아르테),"2,305"
최강 생존의 달인 김종도의 부시크래프트,김종도,2018-07-25,"16,200",반양장본,220,183*257mm,639,건강/취미/레저,꿈의지도,290
중국 한대 정치사 연구,방향숙,2018-07-02,"28,800",NA,468,155*235mm,889,사회과학,서강대학교출판부,110
고양이 탐구생활,가토 요시코,2018-07-09,"11,700",반양장본,224,148*210mm,381,건강/취미/레저,알에이치코리아(RHK),160
버텨내어 좋은 일투성이,설레다(최민정),2018-07-06,"12,600",반양장본,284,128*188mm,364,에세이,엔트리,995
똑똑한 사람들의 멍청한 짓,최동석,2018-06-25,"16,200",반양장본,280,152*223mm,513,사회과학,21세기북스,130
낭만주의,박형서,2018-07-11,"11,700",반양장본,260,133*200mm,312,소설/시/희곡,문학동네,"1,035"
플랫폼이 콘텐츠다,"마이클 스미스,?라훌 텔랑",2018-07-06,"13,500",반양장본,280,153*224mm,506,경제경영,이콘,"1,640"
끝없는 사람,이영광,2018-07-06,"7,200",반양장본,182,128*205mm,268,소설/시/희곡,문학과지성사,"3,215"
강아지 탐구생활,요시다 에츠코,2018-07-09,"11,700",반양장본,216,148*210mm,367,건강/취미/레저,알에이치코리아(RHK),250
나는 유튜브 크리에이터를 꿈꾼다 (사인인쇄본),샌드박스 네트워크,2018-07-20,"13,320",반양장본,296,152*215mm,537,자기계발,위즈덤하우스,"12,200"
피어나다,쿄 매클리어,2018-07-25,"12,150",양장본,40,225*281mm,515,어린이,봄의정원,610
뇌 과학자 아빠의 기막힌 넛지 육아,다키 야스유키,2018-07-10,"11,700",반양장본,184,150*208mm,313,좋은부모,레드스톤,"1,355"
화 내는 엄마에게,박현순,2018-07-30,"12,420",반양장본,240,152*225mm,370,좋은부모,씽크스마트,"2,045"
혼자 쉬고 싶다,니콜레 슈테른,2018-07-15,"13,500",반양장본,376,128*188mm,396,자기계발,책세상,600
내게 힘을 주는 교회,한홍,2018-07-10,"19,800",NA,432,150*210mm,562,종교/역학,규장(규장문화사),"2,210"
"첫, 리스본 세트 (양장 노트 포함) - 전2권",알렉산드라 클로보우크,2018-07-05,"15,750",양장본,136,148*210mm,190,여행,안그라픽스,300
뉴필로소퍼 2018 3호,뉴필로소퍼 편집부,2018-07-06,"14,250",반양장본,188,180*245mm,519,인문학,바다출판사,"16,350"
별글클래식 파스텔 에디션 시리즈 - 전10권,"헤르만 헤세,?조지 오웰,?알베르 카뮈,?제인 오스틴,?어니스트 헤밍웨이,?프랜시스 스콧 피츠제럴드,?요한 볼프강 폰 괴테,?소포클레스,?레프 니콜라예비치 톨스토이",2018-07-10,"53,100",반양장본,2772,130*200mm,3604,소설/시/희곡,별글,240
교양인을 위한 로마인 이야기,장영익,2018-07-16,"13,500",반양장본,336,152*225mm,638,역사,미다스북스,445
좀비 사회학,후지타 나오야,2018-07-13,"14,400",반양장본,376,148*210mm,497,사회과학,요다,"1,725"
국수 1,김성동,2018-08-01,"13,500",반양장본,376,148*210mm,543,소설/시/희곡,솔출판사,"4,190"
생각코딩 스피치,윤소윤,2018-07-25,"14,400",반양장본,248,170*230mm,558,좋은부모,린(LINN),280
국수 1~6 세트 - 전6권,김성동,2018-08-01,"81,000",반양장본,2328,148*210mm,3026,소설/시/희곡,솔출판사,"10,330"
"아가야, 아빠야",유지은,2018-07-05,"13,500",반양장본,216,152*195mm,418,좋은부모,아이앤북(I&BOOK),360
장자화의 사기 5 : 역사에 이름을 새기다,장자화,2018-07-10,"10,800",반양장본,220,140*210mm,262,역사,사계절,420
장자화의 사기 4 : 비상시국에 살아남는 법,장자화,2018-07-10,"10,800",반양장본,232,140*210mm,269,역사,사계절,420
내 사람도 적으로 만드는 말실수,전창현,2018-07-20,"12,600",반양장본,236,140*205mm,325,자기계발,원앤원북스,"2,055"
"네덜란드에 묻다, 행복의 조건",김철수,2018-07-11,"14,400",반양장본,328,148*200mm,453,사회과학,스토리존,970
일상생활 기술학교,김별,2018-06-29,"4,500",NA,172,149*211mm,224,사회과학,푸른복지,215
"사야 할 아파트, 팔아야 할 아파트",양지영,2018-07-20,"14,400",NA,276,152*223mm,386,경제경영,메이트북스,600
복학왕의 사회학,최종렬,2018-06-29,"21,600",NA,460,149*223mm,598,사회과학,오월의봄,"4,215"
[세트] 열두 발자국 + 정재승의 과학 콘서트 - 전2권,정재승,2018-07-02,"27,270",NA,760,145*217mm,1277,과학,어크로스,"2,080"
나비,에쿠니 가오리,2018-07-10,"10,800",양장본,32,210*279mm,387,유아,미디어창비,"2,360"
옥이샘의 뚝딱 미술,옥상헌,2018-07-13,"16,200",반양장본,246,200*220mm,567,사회과학,지식프레임,785
자유주의와 사회적 실천,존 듀이,2018-07-20,"9,810",반양장본,196,128*188mm,223,인문학,책세상,350
신학-정치론,B. 스피노자,2018-07-20,"8,910",반양장본,172,128*188mm,200,인문학,책세상,330
우산 하나,김미희,2018-07-10,"11,700",양장본,28,215*232mm,289,유아,느림보,245
"진화의 산증인, 화석 25",도널드 R. 프로세로,2018-06-29,"25,200",양장본,512,152*225mm,848,과학,뿌리와이파리,965
하나님 앞에서 고통을 묻다,"라비 재커라이어스,?빈스 비테일",2018-07-10,"13,500",반양장본,328,140*200mm,461,종교/역학,토기장이(토기장이주니어),880
The Art of 인크레더블 2,"존 래시터,?브래드 버드,?카렌 백",2018-07-10,"26,820",NA,168,279*228mm,454,예술/대중문화,아르누보,"1,030"
칵테일 도감,"칵테일 15번지,?사이토 쓰토무,?사토 준",2018-07-10,"13,500",NA,208,120*188mm,208,가정/요리/뷰티,한뼘책방,"1,225"
우당탕탕 야옹이 세트 - 전5권,구도 노리코,2018-07-05,"49,500",양장본,200,225*225mm,1555,유아,책읽는곰,"2,585"
말의 품격을 더하는 보이스 스타일링,김나연,2018-07-11,"12,600",반양장본,284,150*210mm,483,자기계발,가연,"2,435"
[세트] 애거서 크리스티 리커버 특별판 세트 - 전3권,애거사 크리스티,2018-07-06,"27,000",반양장본,1128,113*183mm,897,소설/시/희곡,황금가지,"23,095"
누가복음 뒷조사,김영화,2018-07-07,"12,600",반양장본,284,148*210mm,369,종교/역학,새물결플러스,"5,230"
오리엔트 특급 살인 (리커버 특별판. 페이퍼백),애거사 크리스티,2018-07-06,"9,000",반양장본,360,113*183mm,287,소설/시/희곡,황금가지,"60,440"
석류나무에 앵두가 열리듯,리얼,2018-07-13,"16,200",반양장본,480,145*205mm,606,소설/시/희곡,자음과모음,10
살인을 예고합니다 (리커버 특별판. 페이퍼백),애거사 크리스티,2018-07-06,"9,000",반양장본,416,113*183mm,329,소설/시/희곡,황금가지,"46,950"
그리고 아무도 없었다 (리커버 특별판. 페이퍼백),애거사 크리스티,2018-07-06,"9,000",반양장본,352,113*183mm,281,소설/시/희곡,황금가지,"83,380"
미인 자세 도감,사키코,2018-07-09,"10,800",NA,192,128*188mm,192,가정/요리/뷰티,북드림,815
거란 잊혀진 유목제국 이야기,쳉후이,2018-06-25,"11,700",NA,228,152*220mm,296,역사,네오,680
환불 불가 여행,서귤,2018-07-16,"9,000",반양장본,192,128*182mm,209,만화,디자인이음,"1,135"
보노보노의 인생상담 (여름 한정 홀로그램 파우치 에디션),이가라시 미키오,2018-03-20,"14,400",반양장본,320,145*190mm,416,에세이,놀(다산북스),"42,477"
뇌섹퍼즐,개러스 무어,2018-07-09,"8,550",NA,202,120*188mm,202,건강/취미/레저,옥당북스,280
"첫, 리스본",알렉산드라 클로보우크,2018-07-05,"14,400",양장본,136,154*218mm,413,여행,안그라픽스,455
혼자 공부법,송용섭,2018-07-06,"12,600",반양장본,236,150*210mm,351,청소년,다산에듀,"10,435"
유럽 낙태 여행,"우유니게,?이두루,?이민경,?정혜윤",2018-07-07,"13,500",반양장본,252,136*190mm,328,인문학,봄알람,"2,040"
꼬마 판다 나나의 말문이 빵 터지는 세 마디 영어 그림책 세트 (전30권 + MP3 CD 3장),"김현좌,?김노엘",2018-08-10,"88,200",반양장본,360,188*193mm,1819,유아,노란우산,10
위스키는 어렵지 않아,미카엘 귀도,2018-07-10,"22,500",NA,192,185*240mm,365,가정/요리/뷰티,그린쿡,575
수업 비평가의 시선,이혁규,2018-06-28,"17,100",NA,408,140*206mm,530,사회과학,교육공동체벗,"1,305"
프리파라 만화 & 코디 카탈로그,키쿠타 미치요,2018-06-25,"7,200",NA,78,184*234mm,148,어린이,학산문화사(단행본),835
푸코의 미학,다케다 히로나리,2018-07-30,"18,000",양장본,320,140*210mm,555,인문학,현실문화,"2,935"
세계 신화 아틀라스,티아고 드 모라에스,2018-07-10,"19,800",양장본,90,280*330mm,1108,어린이,사파리,"1,230"
셜록 홈스 전집 장편 카카오프렌즈 서머 에디션 세트 - 전4권,아서 코난 도일,2018-07-09,"39,420",반양장본,1196,128*188mm,1196,소설/시/희곡,엘릭시르,"5,597"
모든 저녁이 저물 때,예니 에르펜베크,2018-07-20,"13,050",반양장본,320,148*210mm,466,소설/시/희곡,한길사,"3,475"
브로멜리아드 핸드북,후지카와 후미오,2018-07-05,"10,800",NA,128,148*210mm,166,건강/취미/레저,벤치워머스,650
예수의 언어,시라토리 하루히코,2018-07-05,"11,700",양장본,256,152*223mm,315,인문학,을유문화사,"1,525"
공백을 채워라,히라노 게이치로,2018-07-05,"14,220",양장본,600,128*188mm,686,소설/시/희곡,문학동네,"1,150"
예민함이라는 무기,롤프 젤린,2018-07-18,"12,420",반양장본,276,135*205mm,335,인문학,나무생각,"6,485"
피부 해결사 위니의 말랑 피부 만들기,이나경,2018-07-06,"11,700",반양장본,260,130*210mm,376,가정/요리/뷰티,위즈덤하우스,"1,180"
하루 5분 말놀이 태교 동요,강물처럼,2018-07-10,"14,400",양장본,152,168*191mm,445,좋은부모,예담Friend,160
[세트] 나의 수학 사춘기 + 수포유 : 나의 수학 사춘기 워크북 - 전2권,차길영,2018-06-22,"23,400",NA,494,173*243mm,768,과학,교보문고(단행본),"1,860"
맨발로 도망치다,우에마 요코,2018-07-16,"13,500",반양장본,216,145*210mm,334,사회과학,마티,610
시바견 곤 이야기 4,가게야마 나오미,2018-07-06,"9,000",반양장본,122,148*210mm,232,만화,한겨레출판,570
우리는 왜 본질을 잊는가,세키노 요시키,2018-07-10,"11,700",반양장본,204,128*188mm,278,경제경영,나무생각,780
수포유 : 나의 수학 사춘기 워크북,차길영,2018-07-06,"10,800",반양장본,210,173*243mm,519,과학,교보문고(단행본),"2,920"
혈관을 단련시키면 건강해진다,이케타니 토시로,2018-08-10,"12,330",반양장본,228,128*188mm,296,건강/취미/레저,청홍(지상사),"3,050"
본과 폰,"본,?폰",2018-07-05,"11,700",반양장본,172,135*200mm,284,에세이,미래의창,535
코드 경제학,필립 E. 워스월드,2018-07-10,"16,200",반양장본,360,152*225mm,542,경제경영,동아엠앤비,335
원전에 가장 가까운 탈무드,"마이클 카츠,?거숀 슈워츠",2018-06-29,"25,200",양장본,494,170*225mm,886,인문학,바다출판사,"3,655"
정치,케네스 미노그,2018-07-06,"13,110",반양장본,220,128*188mm,285,사회과학,교유서가,485
쉐이크쉑의 레시피와 스토리,"랜디 가루티,?마크 로사티,?대니 메이어",2018-07-10,"20,700",NA,240,187*228mm,456,가정/요리/뷰티,동학사,675
내 맘대로 썼다 지웠다 선긋기,바나나비?(그림) ,2018-07-02,"5,250",반양장본,40,220*305mm,332,유아,아이키움북,405
유럽 국민국가의 계보,찰스 틸리,2018-06-30,"27,550",NA,456,152*224mm,866,사회과학,그린비,"1,140"
미디어 공론장과 BBC 100년의 신화,정용준,2018-07-03,"14,250",NA,272,148*210mm,354,사회과학,박이정,130
광야에 선 자의 고백,이범혁,2018-07-04,"11,700",NA,196,200*200mm,255,종교/역학,나무&가지,"3,320"
아이의 마음을 이해하는 성향별 미술놀이,박윤지,2018-07-25,"13,320",반양장본,216,190*240mm,535,좋은부모,마음상자,220
이제부터 민폐 좀 끼치고 살겠습니다,고코로야 진노스케,2018-07-02,"12,600",반양장본,216,140*205mm,399,에세이,걷는나무,"7,250"
미스 함무라비 대본집 1~2 세트 - 전2권,문유석,2018-07-20,"29,700",반양장본,1076,152*223mm,1506,예술/대중문화,문학동네,"7,905"
슬픔을 위한 시간,박정은,2018-07-01,"13,500",반양장본,216,130*188mm,244,에세이,옐로브릭,705
스타의 조건,손성민,2018-07-12,"12,420",반양장본,240,152*205mm,423,자기계발,예문아카이브,250
시간을 복원하는 남자,김겸,2018-07-09,"14,850",반양장본,264,145*210mm,369,에세이,문학동네,"1,910"
성도다운 교회다운,김현회,2018-06-25,"9,000",NA,197,130*190mm,256,종교/역학,겨자씨서원,"1,095"
컬렉션의 맛,김세종,2018-07-06,"23,750",반양장본,312,170*220mm,650,예술/대중문화,아트북스,475
동아시아 사유로부터,이승종,2018-07-05,"28,800",반양장본,536,158*230mm,765,인문학,동녘,620
<자본>의 방법과 헤겔 논리학,가쿠다 슈이치,2018-06-30,"19,800",NA,376,148*210mm,489,인문학,두번째테제,"1,340"
나조차 나를 사랑하지 못하고,변종모,2018-07-12,"14,850",반양장본,360,145*200mm,576,에세이,자음과모음,"1,800"
날씨가 좋으면 찾아가겠어요,이도우,2018-06-28,"12,420",반양장본,432,125*190mm,443,소설/시/희곡,시공사,"61,920"
카페 Tea 메뉴 101,이상민,2018-07-17,"13,500",반양장본,240,174*215mm,486,가정/요리/뷰티,수작걸다,"8,210"
집중력놀이 세계 여행 속 미로 찾기,샘 스미스,2018-07-04,"7,650",반양장본,64,247*305mm,361,유아,어스본코리아,"2,955"
비극과 심미적 형성,문광훈,2018-06-30,"12,150",NA,176,125*188mm,176,인문학,에피파니,375
사라진 교사를 찾습니다,실천교육교사모임,2018-07-16,"11,700",반양장본,192,128*188mm,255,사회과학,우리학교,475
김 비서가 왜 그럴까 3,김명미,2018-07-12,"11,700",반양장본,232,148*210mm,465,만화,YJ코믹스,"16,760"
나는 호텔을 여행한다,김다영,2018-07-10,"13,500",반양장본,320,140*205mm,487,여행,반니,"1,270"
우리는 예쁨 받으려고 태어난 게 아니다,김현진,2018-07-16,"12,150",반양장본,256,128*188mm,336,에세이,이다북스,275
소년기,하타노 이소코,2018-06-30,"13,500",반양장본,264,120*190mm,238,에세이,우주소년,"3,075"
스스로 생각하기의 전통,문광훈,2018-06-30,"12,150",NA,216,125*188mm,216,인문학,에피파니,285
숲의 하루,블리,2018-07-02,"13,320",반양장본,246,150*200mm,420,에세이,소로소로,650
수업 레시피,"배수아,?유충열,?윤자영,?박남일,?장준철,?김도연,?김성희,?강지현",2018-07-02,"11,700",NA,264,140*205mm,343,사회과학,책과나무,260
소녀룩 패션코디 스티커북,안연지(안),2018-07-20,"10,800",반양장본,56,180*190mm,200,유아,북핀,720
디즈니.픽사 인크레더블2 무비동화,애플비 편집부,2018-06-30,"8,550",NA,104,223*290mm,281,유아,애플비,"1,650"
"달려라, 꼬마",신경림,2018-08-09,"9,900",양장본,40,260*233mm,408,유아,바우솔,"1,115"
"암, 시작부터 면역으로 승부하라",최관준,2018-07-15,"12,150",반양장본,232,150*210mm,401,건강/취미/레저,더시드컴퍼니,310
"문제적 주인공만 오세요, 소설 심리치료실",황미연,2018-07-20,"12,600",반양장본,264,152*220mm,458,인문학,팜파스,"2,030"
암호 클럽 8,페니 워너,2018-07-20,"10,800",반양장본,208,153*220mm,360,어린이,가람어린이,"1,200"
낭만비행,정찬영,2018-07-04,"11,700",반양장본,208,132*195mm,301,자기계발,책책,890
세계인권선언,"제랄드 게를레?(그림),?목수정?(옮긴이) ",2018-07-06,"11,700",양장본,144,128*172mm,292,사회과학,문학동네,"1,470"
초록 강물을 떠나며,유다정,2018-07-20,"10,800",양장본,40,270*235mm,379,유아,"미래아이(미래M&B,미래엠앤비)",315
내 맘대로 썼다 지웠다 123,바나나비?(그림) ,2018-07-02,"5,250",반양장본,40,220*305mm,337,유아,아이키움북,390
여자들은 모르는 남자들의 심리,이성현,2018-07-13,"12,420",반양장본,172,137*188mm,311,에세이,21세기북스,"3,460"
지식의 백과사전 인체,DK 편집부,2018-06-25,"25,200",양장본,208,260*310mm,1399,과학,지식갤러리,365
블랙 에지,실라 코하카,2018-07-09,"20,700",NA,496,152*225mm,942,경제경영,캐피털북스,"1,665"
Why? 토목과 건축,이승희,2018-07-15,"9,900",양장본,160,188*250mm,685,어린이,예림당,"4,670"
내가 코끼리처럼 커진다면,이탁근,2018-06-27,"11,700",NA,32,210*260mm,61,유아,한림출판사,205
순간의 힘,"칩 히스,?댄 히스",2018-07-13,"14,400",반양장본,336,145*215mm,570,경제경영,웅진지식하우스,"10,300"
경이로운 생명,"브라이언 콕스,?앤드류 코헨",2018-06-30,"34,200",양장본,287,230*288mm,1382,과학,지오북,895
"적을 만들지 않는 대화법 (한정판 스페셜 에디션, 양장)",샘 혼,2018-07-09,"15,300",양장본,296,133*205mm,517,자기계발,갈매나무,"6,915"
내 인생의 고전,푸페이룽,2018-07-10,"14,400",반양장본,400,150*223mm,570,인문학,시그마북스,125
코딩맨 5 : 차원 여행,k프로덕션,2018-07-12,"9,450",반양장본,176,188*255mm,571,어린이,다산어린이,"6,085"
로마의 선택과 결정 1 : 도시의 창건,윤홍렬,2018-07-02,"14,400",NA,292,152*225mm,555,역사,책과나무,30
중국 인도,크리스 오그덴,2018-07-10,"14,400",반양장본,324,153*220mm,579,사회과학,시그마북스,235
스페셜솔져 코믹스 10,유대영,2018-07-07,"8,820",반양장본,160,188*257mm,304,어린이,겜툰,"9,550"
주군의 여인 1,알베르 코엔,2018-06-29,"15,300",반양장본,644,145*210mm,731,소설/시/희곡,창비,535
내가 도와줄게,다니엘 페르,2018-08-01,"10,800",양장본,36,215*270mm,381,유아,이룸아이,820
"팍스, 가장 자유로운 결혼",이승연,2018-07-09,"10,800",반양장본,115,128*188mm,143,인문학,스리체어스,840
동물권,이정화,2018-07-05,"10,800",반양장본,120,188*250mm,287,어린이,서유재,405
세상을 움직이는 네 글자,김준연,2018-07-03,"16,200",반양장본,372,152*224mm,681,인문학,궁리,430
"진실의 창, 평화의 벗",한겨레 30년사 편찬위원회,2018-06-29,"45,000",NA,664,180*254mm,1262,사회과학,한겨레신문사,325
인형,이스마일 카다레,2018-07-02,"11,700",양장본,208,128*188mm,312,소설/시/희곡,문학동네,455
맘마미아 냉파요리 김치,"레몬밤키친(강지수),?맘마미아",2018-07-07,"12,420",반양장본,168,180*240mm,479,가정/요리/뷰티,진서원,405
최고의 변화는 어디서 시작되는가,벤저민 하디,2018-07-14,"13,320",반양장본,264,148*215mm,456,자기계발,비즈니스북스,"17,870"
차이나는 클라스 : 국가.법.리더.역사 편,JTBC <차이나는 클라스> 제작진,2018-07-08,"14,220",반양장본,372,128*188mm,618,인문학,중앙books(중앙북스),"9,015"
한번은 경제 공부,"로버트 하일브로너,?레스터 서로우",2018-07-10,"14,400",NA,360,148*218mm,468,경제경영,부키,"1,305"
형이상학,아리스토텔레스,2018-07-01,"8,910",반양장본,280,128*188mm,305,인문학,책세상,350
바꿔!,박상기,2018-07-03,"9,000",반양장본,200,148*210mm,340,어린이,비룡소,"4,755"
널 지켜보고 있어,마이클 로보텀,2018-07-13,"13,320",반양장본,552,140*210mm,703,소설/시/희곡,북로드,"5,960"
성찰,르네 데카르트,2018-07-10,"8,910",반양장본,228,128*188mm,228,인문학,책세상,565
상상된 공동체,베네딕트 앤더슨,2018-06-20,"25,200",양장본,376,160*232mm,674,사회과학,길,"5,410"
카틴카의 조금 특별한 꼬리,주디스 커,2018-06-25,"10,800",양장본,32,225*285mm,438,유아,웅진주니어,195
결국 이기는 힘,이지훈,2018-07-06,"16,020",반양장본,324,145*220mm,541,자기계발,21세기북스,"3,800"
예술가가 사랑한 집,이케가미 히데히로,2018-07-20,"16,200",반양장본,128,182*257mm,243,예술/대중문화,페이퍼스토리,"1,270"
당신에게 고양이,이용한,2018-07-10,"13,320",반양장본,336,148*210mm,533,에세이,꿈의지도,"9,375"
가족 치료로 암을 없앤다,노모토 아쓰시,2018-07-03,"12,420",반양장본,224,145*210mm,324,건강/취미/레저,판미동,610
내일의 작가를 위한 글쓰기의 비법,잭 갠토스,2018-07-05,"10,800",반양장본,214,145*215mm,278,인문학,상상의힘,695
죽음 카탈로그,요리후지 분페이,2018-07-10,"12,600",NA,160,140*160mm,208,인문학,필로소픽,"1,080"
판타지랜드,커트 앤더슨,2018-07-04,"22,500",반양장본,720,152*215mm,944,인문학,세종서적,"2,165"
사람들이 저보고 작가라네요,박균호,2018-07-13,"12,600",반양장본,284,145*210mm,377,인문학,북바이북,925
명상하라,문진희,2018-07-03,"13,500",반양장본,293,133*208mm,443,에세이,수오서재,"1,820"
생각의 근육을 키우는 질문하는 소설들,조현행,2018-07-04,"11,700",반양장본,254,152*215mm,457,인문학,이비락,780
내 맘대로 공주 스티커,삼성출판사 편집부,2018-06-15,"8,010",반양장본,30,225*300mm,440,유아,삼성출판사,145
두 개의 목소리,이민희,2018-06-30,"13,500",NA,304,130*200mm,395,사회과학,산디,600
죽은 신의 인문학,이상철,2018-07-02,"18,000",반양장본,380,148*210mm,512,인문학,돌베개,"2,795"
참여사회 2018.7.8,참여연대,2018-07-01,"4,000",반양장본,68,188*257mm,177,사회과학,참여연대,345
댄 애리얼리 부의 감각,"댄 애리얼리,?제프 크라이슬러",2018-07-25,"16,200",반양장본,444,152*224mm,798,경제경영,청림출판,"24,590"
빨강 머리 여인,오르한 파묵,2018-06-29,"12,600",반양장본,376,132*197mm,372,소설/시/희곡,민음사,"4,125"
과학 같은 소리 하네,데이브 레비턴,2018-07-10,"13,500",반양장본,300,148*210mm,413,과학,더퀘스트,660
"챗걸 1 : 어느 날, 미래의 나로부터",강효미,2018-06-27,"10,800",양장본,184,136*200mm,345,어린이,상상의집,"1,130"
번역과 책의 처소들,조재룡,2018-06-29,"22,000",NA,382,152*223mm,535,인문학,세창출판사(세창미디어),340
마티 팬츠의 사건 일지 1 : 보지 마시오!,마크 패리시,2018-06-28,"10,800",양장본,256,140*203mm,410,어린이,아이세움,"9,170"
아들과 나눠야 할 인생의 대화,팀 혹스,2018-07-13,"13,320",반양장본,320,143*215mm,458,좋은부모,글담출판,"2,370"
권학봉의 프로페셔널 사진조명 강의 1,권학봉,2018-07-11,"40,500",반양장본,540,210*256mm,1525,예술/대중문화,황금부엉이,"2,115"
리본,홍미령,2018-07-05,"10,800",양장본,40,250*180mm,307,유아,쉼어린이,190
불안에 대하여,앤드리아 피터슨,2018-07-05,"14,400",반양장본,440,128*188mm,486,인문학,열린책들,"1,970"
GMO 논란의 암호를 풀다,최낙언,2018-07-10,"13,500",NA,272,152*223mm,381,과학,예문당,510
통계·물리 수학 세트 - 전2권,나가노 히로유키,2018-07-05,"36,450",반양장본,868,153*224mm,1649,과학,"비전비엔피(비전코리아,애플북스)",630
조용헌의 인생독법,조용헌,2018-07-16,"17,820",반양장본,344,180*224mm,759,인문학,불광출판사,"19,205"
레이디 셜록 1,김달,2018-06-27,"11,700",반양장본,324,148*210mm,582,만화,레진코믹스(레진엔터테인먼트),"1,180"
현민 유진오 평전,김삼웅,2018-07-17,"12,600",반양장본,236,152*225mm,448,역사,채륜,165
아기 곰의 가출,벵자맹 쇼,2018-07-10,"12,600",양장본,32,235*360mm,570,유아,여유당,715
"지방의회, 아는 만큼 잘할 수 있다!","강상원,?한태식,?김선희,?김정덕,?김태한,?박순종,?박태헌,?신정희,?이재효,?조정래,?최정희,?최현재",2018-06-30,"20,700",양장본,468,152*223mm,626,사회과학,알파미디어,500
외로워서 배고픈 사람들의 식탁,곽미성,2018-07-05,"13,500",반양장본,256,141*195mm,369,인문학,어떤책,"1,325"
고대 회의주의,카차 포그트,2018-06-25,"8,910",양장본,142,136*204mm,199,인문학,전기가오리,775
라디오같이 사랑을 끄고 켤 수 있다면,장정일,2018-06-29,"8,100",반양장본,116,125*205mm,187,소설/시/희곡,책읽는섬,485
[세트] 앙리 카르티에 브레송 + 로버트 카파 + 스티브 맥커리 - 전3권,"장 다비드 모르방,?세브린 트레푸엘",2018-04-10,"49,500",양장본,391,210*297mm,1719,예술/대중문화,서해문집,150
레몬이네 사계절 집밥 도시락 이야기,정향미,2018-07-11,"16,200",반양장본,360,190*250mm,938,가정/요리/뷰티,성안북스,"2,250"
지중해의 영감,장 그르니에,2018-06-30,"13,500",반양장본,240,145*205mm,386,에세이,이른비,"4,740"
조선왕조실록 1 : 태조,이덕일,2018-07-03,"16,200",반양장본,372,153*225mm,663,역사,다산초당(다산북스),"6,390"
녹색평론 통권 161호,녹색평론 편집부,2018-07-02,"10,800",반양장본,248,150*215mm,322,인문학,녹색평론사,"1,135"
조선왕조실록 2 : 정종·태종,이덕일,2018-07-03,"16,200",반양장본,388,153*225mm,690,역사,다산초당(다산북스),"4,555"
요한복음 뒷조사,김민석,2018-06-30,"14,400",반양장본,340,148*210mm,442,종교/역학,새물결플러스,"8,595"
상도록 : 수성편,하영균,2018-06-30,"22,500",양장본,540,146*216mm,724,경제경영,도슨트,220
