노선명,항공사,출발지,출발국,도착지,도착국,검수,2016.6,2018.5,상태,비고,운항 횟수,운항_2016,운항_2017,운항_2018,운항_2016.12,운항_2017.1,운항_2017.2,운항_2017.12,운항_2018.1,운항_2018.2,운항_2016겨울,운항_2017겨울,운항_겨울 총합,운항_2017.3,운항_2017.4,운항_2017.5,운항_2018.3,운항_2018.4,운항_2018.5,운항_2017봄,운항_2018봄,운항_봄 총합,운항_2016.6,운항_2016.7,운항_2016.8,운항_2017.6,운항_2017.7,운항_2017.8,운항_2016여름,운항_2017여름,운항_여름 총합,운항_2016.9,운항_2016.10,운항_2016.11,운항_2017.9,운항_2017.10,운항_2017.11,운항_2016가을,운항_2017가을,운항_가을 총합,운송량,운송량_2016,운송량_2017,운송량_2018,운송량_2016.12,운송량_2017.1,운송량_2017.2,운송량_2017.12,운송량_2018.1,운송량_2018.2,운송량_2016겨울,운송량_2017겨울,운송량_겨울 총합,운송량_2017.3,운송량_2017.4,운송량_2017.5,운송량_2018.3,운송량_2018.4,운송량_2018.5,운송량_2017봄,운송량_2018봄,운송량_봄총합,운송량_2016.6,운송량_2016.7,운송량_2016.8,운송량_2017.6,운송량_2017.7,운송량_2017.8,운송량_2016여름,운송량_2017여름,운송량_여름 총합,운송량_2016.9,운송량_2016.10,운송량_2016.11,운송량_2017.9,운송량_2017.10,운송량_2017.11,운송량_2016가을,운송량_2017가을,운송량_가을 총합
NN998,VIM Airlines,NMA,UZB,DME,RUS,O,O,O,완료,2017.05.25. 이후 폐선,41,20,21,0,4,4,4,0,0,0,12,0,12,5,4,4,0,0,0,13,0,13,0,0,3,0,0,0,3,0,3,5,4,4,0,0,0,13,0,13,8110,4120,3990,0,810,810,810,0,0,0,2430,0,2430,1030,740,600,0,0,0,2370,0,2370,0,0,590,0,0,0,590,0,590,1030,880,810,0,0,0,2720,0,2720
OM902,MIAT,TSE,KAZ,ULN,MGL,O,O,O,완료,2017.07.11. 하루 운항,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,174,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,174,174,0,0,0,0,0,0,0,0,0
OZ574,Asiana Airlines,TAS,UZB,ICN,KOR,O,O,O,완료,,370,129,173,68,13,13,12,3,14,12,38,29,67,14,12,14,13,13,16,40,42,82,21,20,23,21,22,22,64,65,129,21,18,13,21,19,0,52,40,92,99340,32595,47655,19090,3290,3250,3120,855,3895,3390,9660,8140,17800,3790,3360,3890,3665,3635,4505,11040,11805,22845,5290,5025,5830,5630,6260,6275,16145,18165,34310,5250,4620,3290,5850,5375,0,13160,11225,24385
OZ578,Asiana Airlines,ALA,KAZ,ICN,KOR,O,O,O,완료,,239,58,126,55,9,9,8,9,9,8,26,26,52,9,8,10,10,13,15,27,38,65,8,9,6,13,13,13,23,39,62,9,8,9,13,13,8,26,34,60,68750,16675,36350,15725,2570,2610,2280,2580,2535,2275,7460,7390,14850,2580,2305,2885,2870,3755,4290,7770,10915,18685,2305,2610,1740,3755,3770,3770,6655,11295,17950,2610,2290,2550,3770,3770,2275,7450,9815,17265
OZ580,Asiana Airlines,TSE,KAZ,ICN,KOR,O,O,O,완료,2017.10.14. 이후 폐선,72,31,41,0,5,4,4,0,0,0,13,0,13,4,5,4,0,0,0,13,0,13,4,5,4,4,5,4,13,13,26,4,5,4,5,2,0,13,7,20,19520,8910,10610,0,1410,1160,1160,0,0,0,3730,0,3730,1000,1250,1000,0,0,0,3250,0,3250,1160,1450,1160,1040,1250,1000,3770,3290,7060,1160,1450,1120,1250,500,0,3730,1750,5480
PC101,Pegasus Airlines,ALA,KAZ,SAW,TUR,O,O,O,완료,2017.03.26부터 운항,185,0,121,64,0,0,0,14,13,12,0,39,39,3,13,13,13,13,13,29,39,68,0,0,0,13,13,13,0,39,39,0,0,0,13,14,12,0,39,39,34965,0,22869,12096,0,0,0,2646,2457,2268,0,7371,7371,567,2457,2457,2457,2457,2457,5481,7371,12852,0,0,0,2457,2457,2457,0,7371,7371,0,0,0,2457,2646,2268,0,7371,7371
PC613,Pegasus Airlines,FRU,KGZ,SAW,TUR,O,O,O,완료,2018.06.14 이후 폐선,201,133,68,0,19,16,15,0,0,0,50,0,50,11,0,14,0,0,0,25,0,25,0,9,27,12,0,0,36,12,48,26,26,26,0,0,0,78,0,78,37989,25137,12852,0,3591,3024,2835,0,0,0,9450,0,9450,2079,0,2646,0,0,0,4725,0,4725,0,1701,5103,2268,0,0,6804,2268,9072,4914,4914,4914,0,0,0,14742,0,14742
PC659,Pegasus Airlines,ALA,KAZ,SAW,TUR,O,O,O,완료,2017.03.24. 이후 폐선,127,91,36,0,13,14,12,0,0,0,39,0,39,10,0,0,0,0,0,10,0,10,12,14,13,0,0,0,39,0,39,13,13,13,0,0,0,39,0,39,24003,17199,6804,0,2457,2646,2268,0,0,0,7371,0,7371,1890,0,0,0,0,0,1890,0,1890,2268,2646,2457,0,0,0,7371,0,7371,2457,2457,2457,0,0,0,7371,0,7371
PC701,Pegasus Airlines,FRU,KGZ,SAW,TUR,O,O,O,완료,2018.04.19. 이후 기록 없음,684,214,361,109,31,29,28,31,31,28,88,90,178,29,30,31,31,19,0,90,50,140,30,31,31,30,31,31,92,92,184,30,31,30,30,31,30,91,91,182,129276,40446,68229,20601,5859,5481,5292,5859,5859,5292,16632,17010,33642,5481,5670,5859,5859,3591,0,17010,9450,26460,5670,5859,5859,5670,5859,5859,17388,17388,34776,5670,5859,5670,5670,5859,5670,17199,17199,34398
PC703,Pegasus Airlines,FRU,KGZ,SAW,TUR,O,O,O,완료,,43,0,1,42,0,0,0,0,0,0,0,0,0,1,0,0,0,11,31,1,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8127,0,189,7938,0,0,0,0,0,0,0,0,0,189,0,0,0,2079,5859,189,7938,8127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC7705,Pegasus Airlines,FRU,KGZ,SAW,TUR,O,O,O,완료,2018.05.20. 하루 운항,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS526,Ukraine International Airlines,TSE,KAZ,KBP,UKR,O,O,O,완료,2017.03.26. 2018.04.08. 운항,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,186,189,0,0,0,0,0,0,0,0,0,186,0,0,0,189,0,186,189,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS528,Ukraine International Airlines,ALA,KAZ,KBP,UKR,O,O,O,완료,2017.03.26. 2018.03.25. 운항,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,372,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,372,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS534,Ukraine International Airlines,TSE,KAZ,KBP,UKR,O,O,O,완료,,570,192,284,94,27,26,20,19,17,16,73,52,125,21,26,29,19,20,22,76,61,137,25,29,31,26,27,27,85,80,165,29,26,25,24,22,17,80,63,143,106066,35539,52971,17556,5031,4842,3729,3537,3189,2982,13602,9708,23310,3909,4839,5400,3546,3738,4101,14148,11385,25533,4453,5394,5778,4851,5055,5040,15625,14946,30571,5397,4836,4650,4482,4107,3180,14883,11769,26652
PS538,Ukraine International Airlines,ALA,KAZ,KBP,UKR,O,O,O,완료,,632,213,310,109,31,30,25,23,21,20,86,64,150,20,22,24,22,21,25,66,68,134,30,30,31,27,31,31,91,89,180,30,31,30,30,26,21,91,77,168,118542,39879,58224,20439,5790,5595,4665,4302,3924,3744,16050,11970,28020,3738,4107,4509,4113,3942,4716,12354,12771,25125,5589,5625,5799,5088,5853,5859,17013,16800,33813,5655,5829,5592,5664,4902,3942,17076,14508,31584
QH401,Air Kyrgyzstan,FRU,KGZ,DME,RUS,O,O,O,완료,2017.09.17 이후 폐선,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,7,0,0,0,3,0,0,0,3,3,1220,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,488,0,854,854,0,0,0,366,0,0,0,366,366
QH403,Air Kyrgyzstan,FRU,KGZ,DME,RUS,O,O,O,완료,2016.09.27 이후 폐선,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,4,0,0,0,0,0,4,0,4,976,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,488,0,488,488,0,0,0,0,0,488,0,488
QH409,Air Kyrgyzstan,FRU,KGZ,TAS,UZB,O,O,O,완료,2016.12.04 이후 폐선,9,9,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,5,0,5,1,0,2,0,0,0,3,0,3,1098,1098,0,0,122,0,0,0,0,0,122,0,122,0,0,0,0,0,0,0,0,0,122,244,244,0,0,0,610,0,610,122,0,244,0,0,0,366,0,366
QH410,Air Kyrgyzstan,TAS,UZB,FRU,KGZ,O,O,O,완료,2016.12.04. 이후 폐선,10,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,0,5,1,1,2,0,0,0,4,0,4,1220,1220,0,0,122,0,0,0,0,0,122,0,122,0,0,0,0,0,0,0,0,0,0,366,244,0,0,0,610,0,610,122,122,244,0,0,0,488,0,488
QH443,Air Kyrgyzstan,FRU,KGZ,SGC,RUS,O,O,O,완료,2017.09.28 이후 페선,29,16,13,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,5,3,3,4,7,10,17,2,3,2,3,0,0,7,3,10,3538,1952,1586,0,244,0,0,0,0,0,244,0,244,0,0,0,0,0,0,0,0,0,0,244,610,366,366,488,854,1220,2074,244,366,244,366,0,0,854,366,1220
QH445,Air Kyrgyzstan,OSS,KGZ,SGC,RUS,O,O,O,완료,2017.10.23 이후 폐선,42,26,16,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,4,3,3,5,4,12,12,24,5,4,3,2,2,0,12,4,16,5124,3172,1952,0,244,0,0,0,0,0,244,0,244,0,0,0,0,0,0,0,0,0,610,488,366,366,610,488,1464,1464,2928,610,488,366,244,244,0,1464,488,1952
QH465,Air Kyrgyzstan,FRU,KGZ,KJA,RUS,O,O,O,완료,2017.09.20 이후 폐선,26,15,11,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,5,1,4,3,10,8,18,2,0,2,3,0,0,4,3,7,3172,1830,1342,0,122,0,0,0,0,0,122,0,122,0,0,0,0,0,0,0,0,0,244,366,610,122,488,366,1220,976,2196,244,0,244,366,0,0,488,366,854
QH469,Air Kyrgyzstan,FRU,KGZ,SVX,RUS,O,O,O,완료,2017.09.08 이후 폐선,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,4,4,8,1,0,0,2,0,0,1,2,3,1342,610,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,366,0,0,488,488,488,976,122,0,0,244,0,0,122,244,366
QH477,Air Kyrgyzstan,FRU,KGZ,URC,CHN,O,O,O,완료,2017.09.16 이후 폐선,33,28,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,6,8,0,1,3,19,4,23,4,1,3,1,0,0,8,1,9,4026,3416,610,0,122,0,0,0,0,0,122,0,122,0,0,0,0,0,0,0,0,0,610,732,976,0,122,366,2318,488,2806,488,122,366,122,0,0,976,122,1098
QH551,Air Kyrgyzstan,OSS,KGZ,KJA,RUS,O,O,O,완료,2017.10.25 이후 폐선,38,22,16,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,5,3,2,4,5,12,11,23,5,2,1,4,1,0,8,5,13,4636,2684,1952,0,244,0,0,0,0,0,244,0,244,0,0,0,0,0,0,0,0,0,488,610,366,244,488,610,1464,1342,2806,610,244,122,488,122,0,976,610,1586
QH605,Air Kyrgyzstan,OSS,KGZ,ABA,RUS,O,O,O,완료,2016.12.02 이후 폐선,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,244,244,0,0,122,0,0,0,0,0,122,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,122,0,122
QH831,Air Kyrgyzstan,FRU,KGZ,CEK,RUS,O,O,O,완료,2016.06.08~2017.09.10 한시운영,23,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,3,4,11,8,19,2,0,0,2,0,0,2,2,4,2806,1586,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,488,488,122,366,488,1342,976,2318,244,0,0,244,0,0,244,244,488
QH915,Air Kyrgyzstan,FRU,KGZ,KRR,RUS,O,O,O,완료,2017.09.16 이후 폐선,36,22,14,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,3,2,5,4,10,11,21,4,4,3,3,0,0,11,3,14,4392,2684,1708,0,122,0,0,0,0,0,122,0,122,0,0,0,0,0,0,0,0,0,244,610,366,244,610,488,1220,1342,2562,488,488,366,366,0,0,1342,366,1708
QH921,Air Kyrgyzstan,FRU,KGZ,EGO,RUS,O,O,O,완료,2017.08.25 이후 폐선,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,4,4,8,10,18,4,0,0,0,0,0,4,0,4,2684,1464,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,366,366,244,488,488,976,1220,2196,488,0,0,0,0,0,488,0,488
R3592,Yakutia Airlines,TAS,UZB,IKT,RUS,O,O,O,완료,,100,30,49,21,4,4,4,4,4,4,12,12,24,4,4,4,5,4,4,12,13,25,4,5,4,4,5,3,13,12,25,4,5,4,5,4,4,13,13,26,17000,5100,8330,3570,680,680,680,680,680,680,2040,2040,4080,680,680,680,850,680,680,2040,2210,4250,680,850,680,680,850,510,2210,2040,4250,680,850,680,850,680,680,2210,2210,4420
R3780,Yakutia Airlines,FEG,UZB,KRR,RUS,O,O,O,완료,2016.10 한 달 운항,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,680,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,680,0,680
RQ12,Kam Air,ALA,KAZ,KBL,AFG,O,O,O,완료,,42,1,31,10,1,0,0,4,3,3,1,10,11,0,2,3,4,0,0,5,4,9,0,0,0,2,4,4,0,10,10,0,0,0,4,4,4,0,12,12,5403,126,4004,1273,126,0,0,504,417,378,126,1299,1425,0,252,410,478,0,0,662,478,1140,0,0,0,252,513,504,0,1269,1269,0,0,0,504,513,552,0,1569,1569
RQ18,Kam Air,DYU,TJK,KBL,AFG,O,O,O,완료,2018.03.21 이후 기록 없음,57,16,33,8,4,2,1,1,1,4,7,6,13,2,2,3,3,0,0,7,3,10,5,0,0,4,1,3,5,8,13,1,0,6,4,5,5,7,14,21,6812,1652,4158,1002,452,252,126,126,126,498,830,750,1580,252,252,378,378,0,0,882,378,1260,500,0,0,504,126,378,500,1008,1508,100,0,600,504,630,630,700,1764,2464
RQ8,Kam Air,TAS,UZB,KBL,AFG,O,O,O,완료,,8,1,3,4,1,0,0,1,0,3,1,4,5,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1019,126,395,498,126,0,0,143,0,372,126,515,641,0,0,0,126,0,0,0,126,126,0,0,0,0,126,0,0,126,126,0,0,0,0,0,126,0,126,126
RQ908,Kam Air,TAS,UZB,KBL,AFG,O,O,O,완료,,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,653,424,0,1077,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RQ912,Kam Air,ALA,KAZ,KBL,AFG,O,O,O,완료,,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,126,550,504,0,1180,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RQ918,Kam Air,DYU,TJK,KBL,AFG,O,O,O,완료,,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,0,0,1429,0,0,0,0,0,0,0,0,0,0,0,0,149,504,776,0,1429,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RQ956,Kam Air,ALA,KAZ,KBL,AFG,O,O,O,완료,2017.03.24. 이후 폐선,9,1,8,0,1,3,1,0,0,0,5,0,5,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,126,1008,0,126,378,126,0,0,0,630,0,630,504,0,0,0,0,0,504,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S73044,S7 Airlines,KGF,KAZ,OVB,RUS,O,O,O,완료,,51,0,15,36,0,0,0,8,6,6,0,20,20,0,0,0,7,8,9,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,7,7,4138,0,1250,2888,0,0,0,624,468,468,0,1560,1560,0,0,0,626,624,702,0,1952,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,78,548,0,626,626
S73282,S7 Airlines,CIT,KAZ,OVB,RUS,O,O,O,완료,,159,31,82,46,4,4,4,9,7,5,12,21,33,4,5,9,9,11,14,18,34,52,5,4,4,8,9,9,13,26,39,5,4,5,9,6,6,14,21,35,17348,4898,8862,3588,632,632,632,702,546,390,1896,1638,3534,632,790,1328,702,858,1092,2750,2652,5402,790,632,632,944,702,702,2054,2348,4402,790,632,790,782,468,548,2212,1798,4010
S73284,S7 Airlines,FEG,UZB,OVB,RUS,O,O,O,완료,,201,54,104,43,8,9,8,9,9,8,25,26,51,9,8,9,9,8,9,26,26,52,4,7,9,9,8,9,20,26,46,9,8,9,9,9,8,26,26,52,33570,9622,17148,6800,1604,1716,1428,1422,1422,1270,4748,4114,8862,1680,1264,1422,1422,1264,1422,4366,4108,8474,632,1106,1422,1422,1264,1422,3160,4108,7268,1422,1592,1844,1422,1422,1264,4858,4108,8966
S73286-1,S7 Airlines,FRU,KGZ,OVB,RUS,O,O,O,완료,2016.10까지 운영,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,17,0,0,0,53,0,53,17,18,0,0,0,0,35,0,35,13904,13904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844,2844,2686,0,0,0,8374,0,8374,2686,2844,0,0,0,0,5530,0,5530
S73286-2,S7 Airlines,IKU,KGZ,OVB,RUS,O,O,O,완료,"2017.7~9.6 한시운영, 폐선",9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,8,0,0,0,1,0,0,0,1,1,1060,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,444,0,916,916,0,0,0,144,0,0,0,144,144
S73288,S7 Airlines,ALA,KAZ,OVB,RUS,O,O,O,완료,,559,152,310,97,22,23,20,22,21,7,65,50,115,23,30,31,14,25,30,84,69,153,21,23,21,26,31,31,65,88,153,21,23,21,29,21,23,65,73,138,77153,24016,45171,7966,3476,3673,3160,1862,1958,546,10309,4366,14675,3634,4740,4588,1092,1950,2420,12962,5462,18424,3318,3634,3318,3734,4398,4492,10270,12624,22894,3318,3634,3318,4394,3250,3246,10270,10890,21160
S73290,S7 Airlines,OSS,KGZ,OVB,RUS,O,O,O,완료,,450,162,181,107,27,26,24,23,22,20,77,65,142,27,30,27,22,22,21,84,65,149,21,22,23,1,0,0,66,1,67,21,23,25,0,2,21,69,23,92,69748,25568,28388,15792,4266,4108,3792,3554,3076,2840,12166,9470,21636,4266,4740,4210,3082,3476,3318,13216,9876,23092,3318,3476,3634,78,0,0,10428,78,10506,3318,3634,3922,0,316,3324,10874,3640,14514
S73292,S7 Airlines,LBD,TJK,OVB,RUS,O,O,O,완료,,283,89,138,56,12,14,11,13,8,10,37,31,68,13,13,12,13,13,12,38,38,76,12,14,13,9,9,9,39,27,66,12,13,13,8,14,13,38,35,73,46574,14584,22740,9250,1986,2284,1810,2126,1336,1652,6080,5114,11194,2144,2144,1968,2144,2150,1968,6256,6262,12518,1968,2284,2144,1494,1512,1494,6396,4500,10896,1950,2126,2126,1336,2284,2144,6202,5764,11966
S73294,S7 Airlines,FRU,KGZ,OVB,RUS,O,O,O,완료,,608,127,348,133,31,31,24,31,28,22,86,81,167,28,30,31,24,29,30,89,83,172,12,13,14,27,28,31,39,86,125,13,14,30,30,28,29,57,87,144,86722,20066,53058,13598,4898,4898,3792,4736,3550,2768,13588,11054,24642,4424,4740,4790,2598,2342,2340,13954,7280,21234,1896,2054,2212,4144,4344,4498,6162,12986,19148,2054,2212,4740,4376,4024,4292,9006,12692,21698
S73296,S7 Airlines,DYU,TJK,OVB,RUS,O,O,O,완료,,275,92,135,48,14,12,12,13,9,9,38,31,69,13,13,11,14,12,4,37,30,67,13,13,13,8,10,8,39,26,65,13,14,12,9,13,13,39,35,74,43538,14536,21412,7590,2212,1978,1896,2054,1422,1422,6086,4898,10984,2054,2054,1738,2212,1902,632,5846,4746,10592,2054,2054,2054,1264,1580,1264,6162,4108,10270,2054,2212,1896,1422,2054,2054,6162,5530,11692
S73298,S7 Airlines,TAS,UZB,OVB,RUS,O,O,O,완료,,126,30,66,30,4,5,4,9,4,4,13,17,30,3,5,4,5,9,8,12,22,34,4,5,4,4,5,4,13,13,26,4,5,4,6,8,9,13,23,36,21472,5560,11166,4746,878,1200,878,1422,638,632,2956,2692,5648,556,790,632,790,1422,1264,1978,3476,5454,632,790,632,632,790,632,2054,2054,4108,632,1036,960,948,1264,1422,2628,3634,6262
S73390,S7 Airlines,OSS,KGZ,OVB,RUS,O,O,O,완료,2016.10.27 이후 폐선,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,13,0,13,5,4,0,0,0,0,9,0,9,3476,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,632,632,0,0,0,2054,0,2054,790,632,0,0,0,0,1422,0,1422
S73392,S7 Airlines,UKK,KAZ,OVB,RUS,O,O,O,완료,,172,60,81,31,9,9,8,7,5,1,26,13,39,4,8,9,7,9,9,21,25,46,8,9,8,9,8,8,25,25,50,9,9,8,4,3,4,26,11,37,21600,9466,9716,2418,1422,1422,1264,546,390,78,4108,1014,5122,632,1264,1342,546,702,702,3238,1950,5188,1264,1422,1264,900,784,624,3950,2308,6258,1422,1422,1250,312,314,312,4094,938,5032
S73594,S7 Airlines,FRU,KGZ,OVB,RUS,O,O,O,완료,"2017.06.24, 2017.06.27 이틀 운항",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,316,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,316,316,0,0,0,0,0,0,0,0,0
S75288,S7 Airlines,ALA,KAZ,OVB,RUS,O,O,O,완료,,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,0,858,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S78290,S7 Airlines,OSS,KGZ,OVB,RUS,O,O,O,완료,2017.05.26~2017.10.28 한시운영,128,0,128,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,21,28,31,0,80,80,0,0,0,25,19,0,0,44,44,13020,0,13020,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,378,0,378,0,0,0,1982,2504,2498,0,6984,6984,0,0,0,3216,2442,0,0,5658,5658
S78292,S7 Airlines,OSS,KGZ,OVB,RUS,O,O,O,완료,2017.06.11~2017.09.14 한시운영,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,10,0,0,0,0,0,0,0,0,0,926,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,314,0,0,926,926,0,0,0,0,0,0,0,0,0
S78294,S7 Airlines,FRU,KGZ,OVB,RUS,O,O,O,완료,2017.06.14. 하루 운항,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,144,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,144,144,0,0,0,0,0,0,0,0,0
S79006,S7 Airlines,TSE,KAZ,OVB,RUS,O,O,O,완료,2016.11.30. 2016.12.02. 운항,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,316,316,0,0,158,0,0,0,0,0,158,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,158,0,158
S7958,S7 Airlines,TJU,TJK,DME,RUS,O,O,O,완료,2017.12.29 이후 폐선,53,26,27,0,13,0,0,13,0,0,13,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,13,13,14,27,7646,3744,3902,0,1872,0,0,1872,0,0,1872,1872,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,158,1872,1872,2030,3902
S7960,S7 Airlines,LBD,TJK,DME,RUS,O,O,O,완료,첼라빈스크 경유,678,215,315,148,31,30,28,31,30,28,89,89,178,31,30,31,31,30,29,92,90,182,30,31,32,22,17,23,93,62,155,30,31,30,19,23,30,91,72,163,111270,36284,52634,22352,6119,5334,5487,4534,4374,4074,16940,12982,29922,6110,5873,5904,4562,4844,4498,17887,13904,31791,4373,4478,4622,3182,2448,3326,13473,8956,22429,4654,6119,5919,2736,3380,4320,16692,10436,27128
