Album Title,Artist Name,Genre,Date,Distribution,Rating,Music Count
Bad (Feat. WOODZ),Kriz,"인디뮤직,  알앤비/어반",2018.09.21,유니버설뮤직,2.2,1
Falling aFter rain,텐마일즈(10miles),"인디뮤직,  락",2018.09.21,(주)미러볼뮤직,7.3,2
Irreplaceable,다누(Da Nu),인디뮤직,2018.09.21,포크라노스,4.1,1
Reel,블랙스트라이크(Black Strike),랩/힙합,2018.09.21,(주)필뮤직,2.5,2
Diary Vol.18 (쏟아져 내린다),혜화동 소년,발라드,2018.09.21,(사)한국음반산업협회,4.7,2
철없던 나에게,김기식,락,2018.09.21,(주)우조엔터테인먼트,0,2
지금부터 베리베리해 OST,VERIVERY,"TV,  댄스",2018.09.21,Stone Music Entertainment,7.8,1
Red Monday,렉스디,"랩/힙합,  인디뮤직",2018.09.21,워너뮤직코리아,3.8,1
그 여름,스웨덴세탁소,"발라드,  인디뮤직",2018.09.21,로엔엔터테인먼트,7.2,1
그녀로 말할 것 같으면 OST,Various Artists,드라마음악,2018.09.22,(주)블렌딩,5.7,16
보이스2 (OCN 토일드라마) Special OST,Various Artists,드라마음악,2018.09.22,(주)엔에이치엔벅스,6.9,16
하나뿐인 내편 OST Part 1,울랄라세션,드라마음악,2018.09.22,(주)다날엔터테인먼트,6.8,2
mise en scene,빌리 카빈 (Billy Carvin),"랩/힙합,  인디뮤직",2018.09.22,워너뮤직코리아,3.4,1
너에게 기대어,동네빵집,"인디뮤직,  포크",2018.09.22,(주)미러볼뮤직,5.3,2
야 간 산 책,러블리벗(Lovelybut),발라드,2018.09.22,(주)엔에이치엔벅스,4.8,1
미안,정동원,"발라드,  인디뮤직",2018.09.22,워너뮤직코리아,6.1,2
공상과학음악,기리보이,랩/힙합,2018.09.22,로엔엔터테인먼트,8.3,15
금강하구둑과 고도리,레인보우99(Rainbow99),"일렉트로니카,  인디뮤직",2018.09.23,포크라노스,2.3,2
마음이 끝나서,Anonymous Artists,발라드,2018.09.23,(주)오감엔터테인먼트,5.8,2
ㅇㄱㄱㄴㄴㅇㅇ,모리슨 호텔(Morrison Hotel),"발라드,  인디뮤직",2018.09.23,(주)미러볼뮤직,4.8,4
MUZE,RUST,재즈,2018.09.22,(주)지니뮤직,6,13
가을데이트,프릴로디(Freelody),인디뮤직,2018.09.22,(주)오감엔터테인먼트,6.3,2
동네앨범 삼척 Part 1,The One(더원),포크,2018.09.22,로엔엔터테인먼트,6.8,2
숨바꼭질 OST Part 2,서인영,드라마음악,2018.09.22,(주)블렌딩,4.7,2
Daydream,우주히피,"인디뮤직,  포크",2018.09.22,포크라노스,5.6,1
tvN 300 x NC 피버뮤직 - EP4,러블리즈,댄스,2018.09.22,Stone Music Entertainment,8.4,2
끝까지 사랑 OST Part 15,이미쉘,드라마음악,2018.09.23,(주)다날엔터테인먼트,6.9,2
Love In Again,태사비애,발라드,2018.09.23,(주)티에스앤엔터테인먼트,3.7,2
Emotions Part 1,홍지수(ZISU),"알앤비/어반,  인디뮤직",2018.09.23,워너뮤직코리아,5,7
연애플레이리스트3 Part 1,10cm,드라마음악,2018.09.23,로엔엔터테인먼트,7.3,2
이타카로 가는 길 Final,윤도현,락,2018.09.23,Stone Music Entertainment,5.1,2
나의 사랑노래,경다솜,"발라드,  인디뮤직",2018.09.23,로엔엔터테인먼트,4.6,2
Problem,소울스타(SOULSTAR),알앤비/어반,2018.09.23,(주)지니뮤직,7.6,3
미스터 션샤인 OST Part 14,벤,드라마음악,2018.09.23,Stone Music Entertainment,8,1
WildFire,아즈버스(A'Zbus),"인디뮤직,  락",2018.09.24,퍼플파인엔터테인먼트,5.8,1
흔한노래,김은규,발라드,2018.09.24,워너뮤직코리아,7.4,1
INS Project - Replay Vol.3,Daryl Ong,알앤비,2018.09.24,워너뮤직코리아,6.3,1
내가 너를 지울 수 있을까,폴른(Pollen),발라드,2018.09.24,Stone Music Entertainment,5.7,2
러블리 호러블리 OST Part 6,은가은,드라마음악,2018.09.25,로엔엔터테인먼트,5.9,2
사랑에 연습이 있었다면,임재현,발라드,2018.09.25,로엔엔터테인먼트,6.8,2
왜 난 몰랐을까,하진우,발라드,2018.09.23,워너뮤직코리아,7.7,2
7ainbow,MaseWonder,랩/힙합,2018.09.23,Stone Music Entertainment,3.2,7
두니아~ 처음 만난 세계 OST Part 3,샤넌,"댄스,  TV",2018.09.23,(주)블렌딩,7.3,2
돈츄원미,EZEN,"인디뮤직,  락",2018.09.24,(주)미러볼뮤직,4.8,1
내일도 맑음 OST Part 22,안예슬,드라마음악,2018.09.24,(주)다날엔터테인먼트,6.3,2
"그대, 별",최두진,발라드,2018.09.24,(주)오감엔터테인먼트,4.7,2
내가 나와 친해지기 위해서,레코드벨,"인디뮤직,  포크",2018.09.24,포크라노스,5.6,2
Blue Dream,The Flavr Blue,"알앤비,  소울",2018.09.25,Stone Music Entertainment,6,14
Dinner With You,에드가사운드(Edgar Sound),일렉트로니카,2018.09.25,(주)오감엔터테인먼트,4.8,1
옆에 (Feat. 정기고),까데호,발라드,2018.09.25,포크라노스,4.8,2
Unisex,우리같은사람들,"인디뮤직,  락",2018.09.25,(주)미러볼뮤직,7.4,5
#Be hidden,라경진,인디뮤직,2018.09.25,비스킷 사운드,4.8,2
눈을 감고 지내온 날들에,새벽두시,인디뮤직,2018.09.26,(주)오감엔터테인먼트,6.1,2
Stood,다린,"인디뮤직,  포크",2018.09.26,(주)미러볼뮤직,6.5,5
Wake Me Up,최서현,랩/힙합,2018.09.26,Stone Music Entertainment,3.6,1
너의 한마디,신인류,"인디뮤직,  락",2018.09.26,비스킷 사운드,6.6,1
너는 그대로 이 길,낭만유랑악단,포크,2018.09.26,로엔엔터테인먼트,6.7,1
오늘 그대의 날씨는 어떤가요,단호박소녀 ,"인디뮤직,  포크",2018.09.27,워너뮤직코리아,2.1,1
그대 없는 나,영도,발라드,2018.09.27,(주)루미넌트엔터테인먼트,5.8,1
백일의 낭군님 OST Part 2,진영(B1A4),"드라마음악,  발라드",2018.09.25,Stone Music Entertainment,7.8,2
네시반 (4:30),이츠(It's),"인디뮤직,  락",2018.09.25,워너뮤직코리아,7,1
끝까지 사랑 OST Part 16,어쿠스윗,드라마음악,2018.09.26,(주)다날엔터테인먼트,7.5,2
몰상식,스내키 챈(Snacky Chan),랩/힙합,2018.09.26,Stone Music Entertainment,5,1
첫사랑 two,MJ(써니사이드),랩/힙합,2018.09.26,(주)지니뮤직,6.6,2
낙화 (落花),김은규,발라드,2018.09.26,워너뮤직코리아,7.8,1
Some Definition of Love,썸데프(SOMDEF),알앤비/어반,2018.09.26,로엔엔터테인먼트,6.5,5
가로등이 꺼지는 순간,에몬(Emon),"인디뮤직,  포크",2018.09.26,포크라노스,7,1
함께. 여덟. 어둠이 내리던 날,청춘낭만사(Green Spring Romance),"인디뮤직,  포크",2018.09.27,(주)미러볼뮤직,6.7,2
보이지 않나요,리디아(Lydia),발라드,2018.09.27,(주)티에스앤엔터테인먼트,5.7,2
늘여름,"늘가튼(Always, gotten)",랩/힙합,2018.09.27,(주)엔에이치엔벅스,5.6,2
그 시절,신시어리,발라드,2018.09.27,(주)우조엔터테인먼트,7,3
무슨 일이 있었던 것도 아냐,윤혜진,알앤비/어반,2018.09.27,(주)소리바다,0,2
고양이,네이비톤(NavyTone),발라드,2018.09.27,(주)다날엔터테인먼트,2.5,2
사이퍼즈 OST : 무소속,ESTi,게임,2018.09.27,소니뮤직,0,16
미안 (Feat. 안지연),스무살,"발라드,  인디뮤직",2018.09.27,로엔엔터테인먼트,7.1,1
SOMEONE,더블 케이(Double K),랩/힙합,2018.09.27,Stone Music Entertainment,5.8,1
Jnny,MAZ.B,알앤비/어반,2018.09.27,Stone Music Entertainment,6,1
Monsoon,건탁,인디뮤직,2018.09.27,포크라노스,4.8,1
만나볼래,써커스백,발라드,2018.09.27,(주)오감엔터테인먼트,5,2
내일도 맑음 OST Part 23,태사비애,드라마음악,2018.09.27,(주)다날엔터테인먼트,7,2
Calendar of 2BIC (September),2BIC(투빅),알앤비/어반,2018.09.27,(주)지니뮤직,7.6,2
INCITE,9won(구원),"알앤비/어반,  인디뮤직",2018.09.27,포크라노스,4.5,5
데뷔하겠습니다,원위,"댄스,  일렉트로니카",2018.09.27,로엔엔터테인먼트,6.4,1
Stay Trippy,빅슬램(BIG $LAM),랩/힙합,2018.09.27,아토엔터테인먼트,0,4
느린 우체통,그네,"발라드,  인디뮤직",2018.09.27,퍼플파인엔터테인먼트,7,2
농부의 삶,필굿 (Feelgood),랩/힙합,2018.09.27,(주)지니뮤직,4.5,1
향수병,모노토닉(Monotonik),발라드,2018.09.27,(주)뮤직앤뉴,4.6,2
Good Luck,Woodie Gochild,랩/힙합,2018.09.27,로엔엔터테인먼트,7.7,2
콜드브루 (COLD BREW),륜 (RYUN),"랩/힙합,  인디뮤직",2018.09.27,(주)코부코,3,1
Ghost House,DJ Orga,일렉트로니카,2018.09.27,(주)뮤직앤뉴,4,12
Sulking,Myle.D,알앤비/어반,2018.09.28,Stone Music Entertainment,6.7,1
Time Interaction,류범열,재즈,2018.09.28,(주)지니뮤직,3,7
BAD+,kuzi,랩/힙합,2018.09.28,(주)다날엔터테인먼트,0,8
너를 사랑함을,병길,인디뮤직,2018.09.28,비스킷 사운드,2.8,1
나침반,정솔,랩/힙합,2018.09.28,(주)뮤즈플랫폼,0,1
행복의 이유,순호,"인디뮤직,  포크",2018.09.28,(주)티에스앤엔터테인먼트,2.5,1
Hello World,크리모,랩/힙합,2018.09.28,(주)뮤즈플랫폼,2.5,3
이리와 안아줘 OST,Various Artists,드라마음악,2018.09.28,(주)블렌딩,6,38
하트뿅,슈가틴트,댄스,2018.09.28,(주)소리바다,3.9,1
Take Me Higher,멜튼(Melten),"인디뮤직,  락",2018.09.27,워너뮤직코리아,6.9,1
LIKE A BOMB,데스티니(DESTINY),댄스,2018.09.28,아토엔터테인먼트,2.7,2
Eyes To Open,터프 톡(Tough Talk),재즈,2018.09.28,(주)뮤직앤뉴,2.8,1
럭키룩키,서울문(Seoulmoon),"인디뮤직,  락",2018.09.28,포크라노스,5.6,1
Change For My Self,문나이프(Moon Knife),일렉트로니카,2018.09.28,(주)사운드리퍼블리카,2.9,5
그 후에 우리,Day By Day,발라드,2018.09.28,(주)아이리버,5.6,1
<매지컬> OST,태일(블락비),영화음악,2018.09.28,KBS미디어(주),6,1
가을이 너 (Fall in you),우예린,"알앤비/어반,  인디뮤직",2018.09.28,(주)코부코,6.3,1
또 운다,아라(A-ra),발라드,2018.09.28,(주)킹핀엔터테인먼트,6.7,2
HBD,유예리 (YerY),"댄스,  알앤비/어반",2018.09.28,(주)오감엔터테인먼트,3.2,1
Day Time Moon,Sorain,"발라드,  인디뮤직",2018.09.28,(주)필뮤직,4,2
꿈 (The Light),조인(ZOIN),"인디뮤직,  알앤비/어반",2018.09.28,유니버설뮤직,4.8,2
On the Moon,Moon,랩/힙합,2018.09.28,(주)지니뮤직,3.6,2
별이 (別離),버블 시스터즈(Bubble Sisters),발라드,2018.09.28,(주)다날엔터테인먼트,5.9,2
Anything Before,매트루스(MATROOS),알앤비/어반,2018.09.28,(주)엔에이치엔벅스,6,1
방,겨울언니,발라드,2018.09.28,(주)루미넌트엔터테인먼트,5,1
THINK ABOUT IT (Feat. BAER),DJ SODA,일렉트로니카,2018.09.28,로엔엔터테인먼트,3.8,1
아무도 모르게 #1,강전한,"발라드,  인디뮤직",2018.09.28,워너뮤직코리아,7.4,1
오늘더레이 #4,THERAY(더레이),랩/힙합,2018.09.28,YG PLUS,6.6,1
제3의 매력 (JTBC 금토드라마) OST - Part 1,스텔라장(Stella Jang),드라마음악,2018.09.28,(주)엔에이치엔벅스,8.4,2
Ending credit.,소년공화국(Boys Republic),발라드,2018.09.28,유니버설뮤직,7.1,2
미래소년,슈빌 ,"인디뮤직,  락",2018.09.28,워너뮤직코리아,3.3,1
FM201.8-09Hz : Sweet Dream,헤르쯔 아날로그(Herz Analog),인디뮤직,2018.09.28,(주)인터파크,5.9,1
꽃별천지,주기훈,"발라드,  인디뮤직",2018.09.28,퍼플파인엔터테인먼트,5.7,1
"밤, 결",크르르,"알앤비/어반,  인디뮤직",2018.09.28,(주)미러볼뮤직,6.9,1
달콤한 노래,댄디남,포크,2018.09.28,(주)광수미디어,0,2
Travel On My Mind,Yenjamin(김윤호),랩/힙합,2018.09.28,로엔엔터테인먼트,6.6,2
Wow Thing,슬기 (SEULGI),댄스,2018.09.28,(주)아이리버,7.9,2
Emo Hip ho;P,myunDo,랩/힙합,2018.09.28,Stone Music Entertainment,4.5,1
불후의 명곡 - 전설을 노래하다 (시대의 아이콘 원조 걸그룹 바니걸스),Various Artists,발라드,2018.09.29,로엔엔터테인먼트,4.8,6
보내는 사람,바닐라이프,"인디뮤직,  포크",2018.09.29,(주)미러볼뮤직,3.5,6
EDEN_STARDUST.05,이든(EDEN),알앤비/어반,2018.09.29,(주)엔에이치엔벅스,6.3,1
편의점,KISSES(키세스),알앤비/어반,2018.09.29,로엔엔터테인먼트,5.6,2
tvN 300 x NC 피버뮤직 - EP5,Various Artists,발라드,2018.09.29,Stone Music Entertainment,5,3
포크라노스 컴필레이션 Vol.2 'City Drive',Various Artists,인디뮤직,2018.09.29,포크라노스,6,12
조용한 가을,조용한 소음,뉴에이지,2018.09.29,워너뮤직코리아,3.8,2
선택,BigDD N SoulPowder,알앤비/어반,2018.09.30,(주)오감엔터테인먼트,7.3,3
가끔 네 생각이 날 때면,한올(Han-All),"인디뮤직,  포크",2018.09.30,워너뮤직코리아,6.8,1
긴긴 밤의 꿈,새벽공방,"인디뮤직,  포크",2018.09.30,포크라노스,6.7,1
So Nice (GMF2018 Ver.),Grand Mint Band(GMB),"인디뮤직,  락",2018.09.30,로엔엔터테인먼트,6,1
아직 널 사랑하는데,모닝커피,발라드,2018.09.29,(주)티에스앤엔터테인먼트,4.8,5
XX,식케이(Sik-K),랩/힙합,2018.09.29,Stone Music Entertainment,5.5,1
하나뿐인 내편 OST Part 2,승희(오마이걸),드라마음악,2018.09.29,(주)다날엔터테인먼트,8.6,4
TALK,Young Kay(영케이),랩/힙합,2018.09.29,(주)오감엔터테인먼트,4.8,1
Chaewool Project Vol.2,채울,댄스,2018.09.29,(주)지니뮤직,6.1,2
무색 비 (Colorless Rain),천둥,"알앤비/어반,  랩/힙합",2018.09.29,(주)우조엔터테인먼트,3.5,1
복면가왕 171회,어디서 타는 냄새 안나요? 가을타는 추녀,발라드,2018.09.30,(주)블렌딩,6.2,2
슈슈슈,김아일(Qim Isle),알앤비/어반,2018.09.30,Stone Music Entertainment,6,1
터미널,Austn,랩/힙합,2018.09.30,(주)티에스앤엔터테인먼트,2.7,1
Fall,이은아,발라드,2018.09.30,(주)인플래닛,5.6,1
내일도 맑음 OST Part 24,황시연,드라마음악,2018.09.30,(주)다날엔터테인먼트,5,2
SBS '빅픽처패밀리' 타이틀곡,MONA,댄스,2018.09.30,(주)미러볼뮤직,4.8,1
여전해,Joypark(조이파크),일렉트로니카,2018.09.30,(주)지니뮤직,6.3,1
Seoul Vibes Pt.4,KozyPop,알앤비/어반,2018.10.01,(주)루미넌트엔터테인먼트,4.3,8
DAY DREAMIN',WONHO(원호),발라드,2018.10.01,로엔엔터테인먼트,7.4,3
Amazing Grace,오연준,발라드,2018.10.01,(주)엔에이치엔벅스,6.9,2
Miss. Perfume,키플럭스(Kifflux),알앤비/어반,2018.10.01,(주)다날엔터테인먼트,5.4,2
Tombstone,스케리피(Scary'P),랩/힙합,2018.10.01,(주)엔에이치엔벅스,5.4,3
하루가 달라,코지멜로(cozymelo),발라드,2018.10.01,(주)오감엔터테인먼트,5.7,2
미스터 션샤인 OST,Various Artists,드라마음악,2018.10.01,Stone Music Entertainment,9.5,44
stay,이바다,알앤비/어반,2018.09.30,로엔엔터테인먼트,6.5,1
미스터 션샤인 OST Part 15,황치열,드라마음악,2018.09.30,Stone Music Entertainment,9.3,1
복수노트2 OST Part 3,Various Artists,드라마음악,2018.10.01,(주)블렌딩,4.8,2
WingWing,Tudy,랩/힙합,2018.10.01,(주)광수미디어,2.8,1
그만하자,기니,발라드,2018.10.01,(주)지니뮤직,3.8,2
Me Lody,윤로디,락,2018.10.01,아토엔터테인먼트,0,1
SONG ONE (내 인생의 노래) - 우영 (2PM) 편,장우영,알앤비/어반,2018.10.01,(주)인터파크,5.7,1
Beautiful_for LPGA,양진석,발라드,2018.10.01,로엔엔터테인먼트,2.5,1
Still (여전히),JK 김동욱,발라드,2018.10.01,Stone Music Entertainment,6.1,1
걷다,송헌찬,발라드,2018.10.01,뮤시아,0,2
Carry Me Home,우디로즈(WoodyRose),랩/힙합,2018.10.01,(주)아이리버,4.8,1
뷰티 인사이드 OST Part 1,로시(Rothy),드라마음악,2018.10.01,(주)뮤직앤뉴,6.3,2
r,박원,발라드,2018.10.01,로엔엔터테인먼트,6.9,6
REGRESSION,리오,퓨전 재즈,2018.10.01,미디어스코프(주),4.2,10
I Don't Care (with 스푼즈),뉴이스트 W,댄스,2018.10.01,Stone Music Entertainment,8.1,1
Detox,Skoop,랩/힙합,2018.10.01,(주)루미넌트엔터테인먼트,0,7
Lenz,The Colored Paper,"랩/힙합,  인디뮤직",2018.10.01,(주)미러볼뮤직,5,1
beautiful girls,디캐시,알앤비/어반,2018.10.01,(주)소리바다,0,1
[Oct] Diary,피아노을(Piano:el),뉴에이지,2018.10.01,워너뮤직코리아,0,30
하루종일,탁연,"랩/힙합,  인디뮤직",2018.10.02,워너뮤직코리아,7.4,2
칵테일 얼음이 녹기 전에,모브닝(MOVNING),"인디뮤직,  락",2018.10.01,포크라노스,7.7,1
나잖아,박정철,발라드,2018.10.01,(주)우조엔터테인먼트,3.3,2
말해줘,김효영,"발라드,  인디뮤직",2018.10.01,(주)티에스앤엔터테인먼트,4.4,1
바다의 이편과 저편,가당찮,락,2018.10.01,(주)엔에이치엔벅스,4,3
NEW KIDS : THE FINAL,iKON,발라드,2018.10.01,(주)지니뮤직,7.9,4
Luvidu,모니카,"댄스,  발라드,  알앤비/어반",2018.10.01,(주)인터파크,4.4,5
my,유라(youra),"알앤비/어반,  인디뮤직",2018.10.01,로엔엔터테인먼트,7.1,1
"그래, 이제",메리그린,"발라드,  인디뮤직",2018.10.01,(주)필뮤직,4.9,2
작아도 괜찮아,커플다이어리,인디뮤직,2018.10.02,(주)오감엔터테인먼트,7.3,2
내 마음은,수진,"인디뮤직,  포크",2018.10.02,(주)미러볼뮤직,4.8,8
있는데 없는 너,레오(LEO),발라드,2018.10.02,Stone Music Entertainment,8.3,1
핸썹 (HANSSUP),핸썹(HANSSUP),댄스,2018.10.02,(주)우조엔터테인먼트,2.8,1
Sang From Hong Kong,Sid Frio,랩/힙합,2018.10.02,(주)루미넌트엔터테인먼트,4.5,1
좋아해줘안칠현,moonc,알앤비/어반,2018.10.02,(주)다날엔터테인먼트,5.5,2
너를 닮아 (Draw you),릴리(Lily),알앤비/어반,2018.10.02,(주)아이리버,6.7,2
동물원에 간 하이솔,하이솔,"댄스,  발라드",2018.10.02,(주)인터파크,7.1,2
사랑인가 봐,NORMS(놈스),발라드,2018.10.02,(주)뮤직앤뉴,4,1
KxH/Live!,김간지x하헌진,"인디뮤직,  락",2018.10.02,포크라노스,5.7,10
Love Me,사피라 K(Safira.K),일렉트로니카,2018.10.02,(주)다날엔터테인먼트,4.8,2
Blue wonderstruck,선데이레스트(Sundayrest),"인디뮤직,  락",2018.10.02,(주)사운드리퍼블리카,5.7,2
지금이라도,Iris(아이리스),포크,2018.10.02,(주)지니뮤직,6.1,1
깊은 밤,혜린,발라드,2018.10.02,(주)광수미디어,4,1
포효,권인하,발라드,2018.10.02,로엔엔터테인먼트,7.6,4
My Love,서지안,발라드,2018.10.02,(주)뮤직앤뉴,7.8,2
나의 눈을 보아요,페퍼민트,발라드,2018.10.02,(주)티에스앤엔터테인먼트,4.8,2
POUR UP,기글리베어(Giggly Bear),랩/힙합,2018.10.02,아토엔터테인먼트,2.5,1
괜찮아,데이스타(DaystAr),발라드,2018.10.02,(주)소리바다,3.3,2
NOIR 2nd Mini album 'TOPGUN',NOIR(느와르),랩/힙합,2018.10.02,(주)지니뮤직,6.8,6
S.O.U.L DIGITAL SINGLE,S.O.U.L ,댄스,2018.10.02,로엔엔터테인먼트,5.5,2
Dreams In A Glass,동구(DØNGGU),"발라드,  인디뮤직",2018.10.02,비스킷 사운드,0,1
러블리 호러블리 OST,Various Artists,O.S.T,2018.10.02,로엔엔터테인먼트,6.3,52
4Page,어라우즈(Arouse),알앤비/어반,2018.10.02,퍼플파인엔터테인먼트,4,4
TXs project,TSUN(티썬),알앤비/어반,2018.10.02,Stone Music Entertainment,4.8,8
사랑은,스탠딩 에그(Standing Egg),"인디뮤직,  포크",2018.10.02,로엔엔터테인먼트,6.5,2
Drive Thru,행주,랩/힙합,2018.10.02,Stone Music Entertainment,6.9,1
Sentimental Dreamin,Clara C(클라라C),"알앤비/어반,  인디뮤직",2018.10.03,(주)미러볼뮤직,4.1,1
Vol.1 Mix tape Boom&Beat&Clap,Rose Finger(로즈핑거),댄스,2018.10.03,(주)다날엔터테인먼트,5.2,1
그만해,레이니(Rainy),발라드,2018.10.03,(주)티에스앤엔터테인먼트,6.3,2
CAELO,Babylon(베이빌론),알앤비/어반,2018.10.03,소니뮤직,6.7,13
‘Save me',이재선,댄스,2018.10.02,민사운드스토리엔터테인먼트,2.2,3
연금술사,Across The Universe,"인디뮤직,  락",2018.10.02,(주)코부코,0,2
새벽밤,온수(onsu),인디뮤직,2018.10.02,(주)지니뮤직,6.6,1
October Lover,이소라,발라드,2018.10.02,(주)엔에이치엔벅스,8.6,1
Viewglass (시선차단),진주(Hyun Jin Ju),"일렉트로니카,  인디뮤직",2018.10.03,(주)오감엔터테인먼트,5.4,2
HYPERISM BLUE,솔비,일렉트로니카,2018.10.03,(주)뮤직앤뉴,2.8,4
STAY WITH ME,Ferry,일렉트로니카,2018.10.03,워너뮤직코리아,4.5,1
SEASON1/#4,엠투엠 (M To M),발라드,2018.10.03,(주)지니뮤직,6.7,5
부서지기 쉬운 날,박태원,"인디뮤직,  락",2018.10.03,비스킷 사운드,6.3,1
PRAY,트리가(Trigga),랩/힙합,2018.10.03,(주)소리바다,4.8,5
Flexin,24 Flakko,랩/힙합,2018.10.03,Stone Music Entertainment,4.7,1
내 뒤에 테리우스 OST Part 1,가호(Gaho),드라마음악,2018.10.03,(주)블렌딩,6,2
Worth It,Ted Park,랩/힙합,2018.10.03,Stone Music Entertainment,4.8,1
내일 뭐해?,서지(SURGE),알앤비/어반,2018.10.04,(주)지니뮤직,6,1
온기,다시보기,"락,  인디뮤직",2018.10.04,(주)뮤직앤뉴,6.1,1
The First Scene - The 1st Mini Album,유리 (YURI),"댄스,  발라드",2018.10.04,(주)아이리버,7.4,6
Super Market,풍뎅이(PDE),랩/힙합,2018.10.04,(주)다날엔터테인먼트,5.5,2
이 밤 (This Night),노래하는 말괄량이(The Singing Girls),"발라드,  인디뮤직",2018.10.04,(주)오감엔터테인먼트,5,3
Every Time You Call My Name,마더바이브,재즈,2018.10.04,페이지터너AMS,6.2,2
Fisherman,바이어(Buyer),랩/힙합,2018.10.04,(주)소리바다,0,1
그곳에서,도끼(DOK2),랩/힙합,2018.10.03,로엔엔터테인먼트,6.8,1
오늘의 탐정 OST Part 4,휘성(Realslow),드라마음악,2018.10.03,Stone Music Entertainment,6.7,2
Our Night,실버클럽(SILVERCLUB),"락,  인디뮤직,  일렉트로니카",2018.10.04,(주)뮤직앤뉴,0,1
밤,1L2L,발라드,2018.10.04,(주)티에스앤엔터테인먼트,4.9,2
달빛,우디,"인디뮤직,  포크",2018.10.04,비스킷 사운드,0,1
꽃잎,덕호씨,인디뮤직,2018.10.04,포크라노스,7.8,2
까만밤,나랑,"인디뮤직,  포크",2018.10.04,먼데이브런치,0,2
소리 질러줘,PITCH,락,2018.10.04,아토엔터테인먼트,2.5,1
손 the guest OST Part 1,오존(O3ohn),드라마음악,2018.10.04,Stone Music Entertainment,7.2,4
If You Love Me,재이(JEI),댄스,2018.10.04,뮤직파운드,0.3,2
HUSTLE,Marilyn Monderland,알앤비/어반,2018.10.04,Stone Music Entertainment,4,6
"“안시성"" 오리지널 사운드 트랙",윤일상,영화음악,2018.10.04,로엔엔터테인먼트,7.8,58
핑퐁 (pingpong),라디(Ra. D),알앤비/어반,2018.10.04,(주)지니뮤직,5.9,1
和 (화),카코포니(cacophony),일렉트로니카,2018.10.04,(주)엔에이치엔벅스,5.4,9
마성의 기쁨 OST Part 4,최진혁,드라마음악,2018.10.04,로엔엔터테인먼트,8.3,2
Aquarium,커니(Kuny),랩/힙합,2018.10.04,(주)루미넌트엔터테인먼트,2.5,1
곰신 대신 꽃신,12,"댄스,  인디뮤직",2018.10.04,(주)미러볼뮤직,0,2
Away,클래디,랩/힙합,2018.10.04,(주)루미넌트엔터테인먼트,0.3,8
우리의 여름은 가고 가을이 또 왔네요,깃든,인디뮤직,2018.10.04,(주)지니뮤직,5.1,2
이렇게 이별,성태(포스트맨),"발라드,  인디뮤직",2018.10.04,워너뮤직코리아,7.8,2
Tune of the Life,루빈(Ruvin),인디뮤직,2018.10.04,포크라노스,4.2,3
인생,조덕환,"인디뮤직,  포크",2018.10.04,(주)미러볼뮤직,5.6,7
니가 그리워지는 밤,헤이 달리(Hey Dali),"발라드,  인디뮤직",2018.10.04,퍼플파인엔터테인먼트,3.5,2
Dawn,The Rose(더 로즈),락,2018.10.04,Stone Music Entertainment,7.3,5
너는 나의 태양이었다 (L O V E),바이올렛트리(Violet Tree),"인디뮤직,  락",2018.10.04,먼데이브런치,2.5,1
그 모습만,김성범,발라드,2018.10.04,(주)오감엔터테인먼트,5,2
그림,듀자매,포크,2018.10.04,(주)인터파크,6.1,2
It's My,LOVO(Lobo Da King),랩/힙합,2018.10.04,(주)루미넌트엔터테인먼트,3.8,2
RE:FRESH,소유(SOYOU),"댄스,  발라드,  알앤비/어반",2018.10.04,로엔엔터테인먼트,6.2,6
Down For You,시기펩(Siggie Feb),"랩/힙합,  인디뮤직",2018.10.04,먼데이브런치,4,5
마음속의 단어들,에피톤 프로젝트(Epitone Project),발라드,2018.10.04,로엔엔터테인먼트,8.1,11
아주 조금만,김규리아,발라드,2018.10.05,(주)필뮤직,4,1
너만 있으면 돼,박지용(허니지),댄스,2018.10.05,(주)뮤직앤뉴,0.3,2
여정,주현미,트로트,2018.10.05,워너뮤직코리아,5.6,2
We Can Be Together,Z A K U Z I,팝락,2018.10.05,YG PLUS,4.5,1
꽃신,이민용,발라드,2018.10.05,(주)우조엔터테인먼트,5.9,2
SAKURA,릴러말즈(Leellamarz),랩/힙합,2018.10.05,Stone Music Entertainment,5.6,1
Give Me A Chance,레이(LAY),알앤비/어반,2018.10.05,(주)아이리버,6,1
인디안,페페(Peppe),일렉트로니카,2018.10.05,(주)인터파크,2,1
A-jae Sensibility Part.1,SR,발라드,2018.10.05,(주)엔에이치엔벅스,5.2,14
병용아 일하자 9월용,지니어스 디(Genius D),랩/힙합,2018.10.05,(주)디지탈레코드,0,1
nowhere Michelle,입술을깨물다(Lips-Bite),"인디뮤직,  락",2018.10.05,(주)미러볼뮤직,6.7,1
HOME,Ways (웨이즈),발라드,2018.10.05,(주)지니뮤직,6,2
여전해,서교동트리오,"인디뮤직,  포크",2018.10.05,퍼플파인엔터테인먼트,5.9,1
10월 5일,노피(NOPI),"발라드,  인디뮤직",2018.10.05,(주)오감엔터테인먼트,5.6,2
데구르르,유발이,인디뮤직,2018.10.05,포크라노스,5,1
Night Run,NO_ON(눈),"알앤비/어반,  인디뮤직",2018.10.05,퍼플파인엔터테인먼트,3.3,5
